episode_id,date,start,end,n_obs,length_hours
30,2025-01-19,2025-01-19 05:05:00+01:00,2025-01-19 23:55:00+01:00,227,18.916666666666668
31,2025-01-20,2025-01-20 00:00:00+01:00,2025-01-20 02:50:00+01:00,35,2.9166666666666665
32,2025-01-20,2025-01-20 04:55:00+01:00,2025-01-20 23:55:00+01:00,229,19.083333333333332
33,2025-01-21,2025-01-21 00:00:00+01:00,2025-01-21 02:50:00+01:00,35,2.9166666666666665
34,2025-01-21,2025-01-21 04:55:00+01:00,2025-01-21 23:55:00+01:00,229,19.083333333333332
35,2025-01-22,2025-01-22 00:00:00+01:00,2025-01-22 02:50:00+01:00,35,2.9166666666666665
36,2025-01-22,2025-01-22 04:55:00+01:00,2025-01-22 23:55:00+01:00,229,19.083333333333332
37,2025-01-23,2025-01-23 00:00:00+01:00,2025-01-23 02:55:00+01:00,36,3.0
38,2025-01-23,2025-01-23 04:55:00+01:00,2025-01-23 23:55:00+01:00,229,19.083333333333332
39,2025-01-24,2025-01-24 00:00:00+01:00,2025-01-24 02:50:00+01:00,35,2.9166666666666665
40,2025-01-24,2025-01-24 04:55:00+01:00,2025-01-24 23:55:00+01:00,229,19.083333333333332
41,2025-01-25,2025-01-25 00:00:00+01:00,2025-01-25 03:15:00+01:00,40,3.3333333333333335
42,2025-01-25,2025-01-25 05:15:00+01:00,2025-01-25 23:55:00+01:00,225,18.75
43,2025-01-26,2025-01-26 00:00:00+01:00,2025-01-26 03:20:00+01:00,41,3.4166666666666665
44,2025-01-26,2025-01-26 05:20:00+01:00,2025-01-26 20:55:00+01:00,188,15.666666666666666
45,2025-01-27,2025-01-27 00:30:00+01:00,2025-01-27 02:50:00+01:00,29,2.4166666666666665
46,2025-01-27,2025-01-27 04:55:00+01:00,2025-01-27 23:55:00+01:00,229,19.083333333333332
47,2025-01-28,2025-01-28 00:00:00+01:00,2025-01-28 02:50:00+01:00,35,2.9166666666666665
48,2025-01-28,2025-01-28 04:55:00+01:00,2025-01-28 23:55:00+01:00,229,19.083333333333332
49,2025-01-29,2025-01-29 00:00:00+01:00,2025-01-29 02:50:00+01:00,35,2.9166666666666665
50,2025-01-29,2025-01-29 04:55:00+01:00,2025-01-29 23:55:00+01:00,229,19.083333333333332
51,2025-01-30,2025-01-30 00:00:00+01:00,2025-01-30 02:50:00+01:00,35,2.9166666666666665
52,2025-01-30,2025-01-30 04:55:00+01:00,2025-01-30 23:55:00+01:00,229,19.083333333333332
53,2025-01-31,2025-01-31 00:00:00+01:00,2025-01-31 02:45:00+01:00,34,2.8333333333333335
54,2025-01-31,2025-01-31 11:05:00+01:00,2025-01-31 23:55:00+01:00,155,12.916666666666666
55,2025-02-01,2025-02-01 00:00:00+01:00,2025-02-01 03:20:00+01:00,41,3.4166666666666665
56,2025-02-01,2025-02-01 05:15:00+01:00,2025-02-01 23:55:00+01:00,225,18.75
57,2025-02-02,2025-02-02 00:00:00+01:00,2025-02-02 03:20:00+01:00,41,3.4166666666666665
58,2025-02-02,2025-02-02 05:20:00+01:00,2025-02-02 23:55:00+01:00,224,18.666666666666668
59,2025-02-03,2025-02-03 00:00:00+01:00,2025-02-03 02:50:00+01:00,35,2.9166666666666665
60,2025-02-03,2025-02-03 04:55:00+01:00,2025-02-03 23:55:00+01:00,229,19.083333333333332
61,2025-02-04,2025-02-04 00:00:00+01:00,2025-02-04 02:55:00+01:00,36,3.0
62,2025-02-04,2025-02-04 05:00:00+01:00,2025-02-04 23:55:00+01:00,228,19.0
63,2025-02-05,2025-02-05 00:00:00+01:00,2025-02-05 02:55:00+01:00,36,3.0
64,2025-02-05,2025-02-05 04:55:00+01:00,2025-02-05 23:55:00+01:00,229,19.083333333333332
65,2025-02-06,2025-02-06 00:00:00+01:00,2025-02-06 02:50:00+01:00,35,2.9166666666666665
66,2025-02-06,2025-02-06 04:55:00+01:00,2025-02-06 23:55:00+01:00,229,19.083333333333332
67,2025-02-07,2025-02-07 00:00:00+01:00,2025-02-07 02:50:00+01:00,35,2.9166666666666665
68,2025-02-07,2025-02-07 04:55:00+01:00,2025-02-07 23:55:00+01:00,229,19.083333333333332
69,2025-02-08,2025-02-08 00:00:00+01:00,2025-02-08 03:40:00+01:00,45,3.75
70,2025-02-08,2025-02-08 04:55:00+01:00,2025-02-08 23:55:00+01:00,229,19.083333333333332
71,2025-02-09,2025-02-09 00:00:00+01:00,2025-02-09 03:30:00+01:00,43,3.5833333333333335
72,2025-02-09,2025-02-09 04:55:00+01:00,2025-02-09 23:55:00+01:00,229,19.083333333333332
73,2025-02-10,2025-02-10 00:00:00+01:00,2025-02-10 03:10:00+01:00,39,3.25
74,2025-02-10,2025-02-10 05:00:00+01:00,2025-02-10 23:55:00+01:00,228,19.0
75,2025-02-11,2025-02-11 00:00:00+01:00,2025-02-11 03:00:00+01:00,37,3.0833333333333335
76,2025-02-11,2025-02-11 04:50:00+01:00,2025-02-11 23:55:00+01:00,230,19.166666666666668
77,2025-02-12,2025-02-12 00:00:00+01:00,2025-02-12 02:50:00+01:00,35,2.9166666666666665
78,2025-02-12,2025-02-12 04:55:00+01:00,2025-02-12 23:55:00+01:00,229,19.083333333333332
79,2025-02-13,2025-02-13 00:00:00+01:00,2025-02-13 02:15:00+01:00,28,2.3333333333333335
80,2025-02-13,2025-02-13 05:00:00+01:00,2025-02-13 23:55:00+01:00,228,19.0
81,2025-02-14,2025-02-14 00:00:00+01:00,2025-02-14 02:50:00+01:00,35,2.9166666666666665
82,2025-02-14,2025-02-14 05:00:00+01:00,2025-02-14 23:55:00+01:00,228,19.0
83,2025-02-15,2025-02-15 00:00:00+01:00,2025-02-15 03:30:00+01:00,43,3.5833333333333335
84,2025-02-15,2025-02-15 04:55:00+01:00,2025-02-15 23:55:00+01:00,229,19.083333333333332
85,2025-02-16,2025-02-16 00:00:00+01:00,2025-02-16 03:50:00+01:00,47,3.9166666666666665
86,2025-02-16,2025-02-16 04:55:00+01:00,2025-02-16 10:30:00+01:00,68,5.666666666666667
87,2025-02-16,2025-02-16 10:40:00+01:00,2025-02-16 23:05:00+01:00,150,12.5
88,2025-02-17,2025-02-17 00:00:00+01:00,2025-02-17 03:45:00+01:00,46,3.8333333333333335
89,2025-02-17,2025-02-17 04:50:00+01:00,2025-02-17 23:55:00+01:00,230,19.166666666666668
90,2025-02-18,2025-02-18 00:00:00+01:00,2025-02-18 02:50:00+01:00,35,2.9166666666666665
91,2025-02-18,2025-02-18 05:10:00+01:00,2025-02-18 23:55:00+01:00,226,18.833333333333332
92,2025-02-19,2025-02-19 00:00:00+01:00,2025-02-19 02:50:00+01:00,35,2.9166666666666665
93,2025-02-19,2025-02-19 04:55:00+01:00,2025-02-19 23:55:00+01:00,229,19.083333333333332
94,2025-02-20,2025-02-20 00:00:00+01:00,2025-02-20 02:50:00+01:00,35,2.9166666666666665
95,2025-02-20,2025-02-20 05:00:00+01:00,2025-02-20 22:25:00+01:00,210,17.5
96,2025-02-21,2025-02-21 00:00:00+01:00,2025-02-21 02:50:00+01:00,35,2.9166666666666665
97,2025-02-21,2025-02-21 04:55:00+01:00,2025-02-21 23:55:00+01:00,229,19.083333333333332
98,2025-02-22,2025-02-22 00:00:00+01:00,2025-02-22 03:20:00+01:00,41,3.4166666666666665
99,2025-02-22,2025-02-22 05:00:00+01:00,2025-02-22 23:55:00+01:00,228,19.0
100,2025-02-23,2025-02-23 00:00:00+01:00,2025-02-23 03:20:00+01:00,41,3.4166666666666665
101,2025-02-23,2025-02-23 05:00:00+01:00,2025-02-23 13:30:00+01:00,103,8.583333333333334
102,2025-02-23,2025-02-23 13:50:00+01:00,2025-02-23 23:55:00+01:00,122,10.166666666666666
103,2025-02-24,2025-02-24 00:00:00+01:00,2025-02-24 02:50:00+01:00,35,2.9166666666666665
104,2025-02-24,2025-02-24 04:55:00+01:00,2025-02-24 23:55:00+01:00,229,19.083333333333332
105,2025-02-25,2025-02-25 00:00:00+01:00,2025-02-25 02:55:00+01:00,36,3.0
106,2025-02-25,2025-02-25 04:55:00+01:00,2025-02-25 23:55:00+01:00,229,19.083333333333332
107,2025-02-26,2025-02-26 00:00:00+01:00,2025-02-26 02:50:00+01:00,35,2.9166666666666665
108,2025-02-26,2025-02-26 04:55:00+01:00,2025-02-26 23:55:00+01:00,229,19.083333333333332
109,2025-02-27,2025-02-27 00:00:00+01:00,2025-02-27 02:50:00+01:00,35,2.9166666666666665
110,2025-02-27,2025-02-27 04:55:00+01:00,2025-02-27 23:55:00+01:00,229,19.083333333333332
111,2025-02-28,2025-02-28 00:00:00+01:00,2025-02-28 02:50:00+01:00,35,2.9166666666666665
112,2025-02-28,2025-02-28 04:55:00+01:00,2025-02-28 23:55:00+01:00,229,19.083333333333332
113,2025-03-01,2025-03-01 00:00:00+01:00,2025-03-01 03:20:00+01:00,41,3.4166666666666665
114,2025-03-01,2025-03-01 05:00:00+01:00,2025-03-01 23:55:00+01:00,228,19.0
115,2025-03-02,2025-03-02 00:00:00+01:00,2025-03-02 03:20:00+01:00,41,3.4166666666666665
116,2025-03-02,2025-03-02 05:00:00+01:00,2025-03-02 23:55:00+01:00,228,19.0
117,2025-03-03,2025-03-03 00:00:00+01:00,2025-03-03 03:20:00+01:00,41,3.4166666666666665
118,2025-03-03,2025-03-03 04:55:00+01:00,2025-03-03 23:55:00+01:00,229,19.083333333333332
119,2025-03-04,2025-03-04 00:00:00+01:00,2025-03-04 03:10:00+01:00,39,3.25
120,2025-03-04,2025-03-04 04:55:00+01:00,2025-03-04 23:55:00+01:00,229,19.083333333333332
121,2025-03-05,2025-03-05 00:00:00+01:00,2025-03-05 02:50:00+01:00,35,2.9166666666666665
122,2025-03-05,2025-03-05 04:55:00+01:00,2025-03-05 23:55:00+01:00,229,19.083333333333332
123,2025-03-06,2025-03-06 00:00:00+01:00,2025-03-06 02:55:00+01:00,36,3.0
124,2025-03-06,2025-03-06 04:55:00+01:00,2025-03-06 23:55:00+01:00,229,19.083333333333332
125,2025-03-07,2025-03-07 00:00:00+01:00,2025-03-07 02:50:00+01:00,35,2.9166666666666665
126,2025-03-07,2025-03-07 05:00:00+01:00,2025-03-07 23:55:00+01:00,228,19.0
127,2025-03-08,2025-03-08 00:00:00+01:00,2025-03-08 03:20:00+01:00,41,3.4166666666666665
128,2025-03-08,2025-03-08 05:00:00+01:00,2025-03-08 23:55:00+01:00,228,19.0
129,2025-03-09,2025-03-09 00:00:00+01:00,2025-03-09 03:20:00+01:00,41,3.4166666666666665
130,2025-03-09,2025-03-09 05:05:00+01:00,2025-03-09 23:55:00+01:00,227,18.916666666666668
131,2025-03-10,2025-03-10 00:00:00+01:00,2025-03-10 02:50:00+01:00,35,2.9166666666666665
132,2025-03-10,2025-03-10 04:55:00+01:00,2025-03-10 23:55:00+01:00,229,19.083333333333332
133,2025-03-11,2025-03-11 00:00:00+01:00,2025-03-11 02:50:00+01:00,35,2.9166666666666665
134,2025-03-11,2025-03-11 04:50:00+01:00,2025-03-11 23:55:00+01:00,230,19.166666666666668
135,2025-03-12,2025-03-12 00:00:00+01:00,2025-03-12 02:55:00+01:00,36,3.0
136,2025-03-12,2025-03-12 04:50:00+01:00,2025-03-12 23:55:00+01:00,230,19.166666666666668
137,2025-03-13,2025-03-13 00:00:00+01:00,2025-03-13 03:05:00+01:00,38,3.1666666666666665
138,2025-03-13,2025-03-13 04:55:00+01:00,2025-03-13 23:55:00+01:00,229,19.083333333333332
139,2025-03-14,2025-03-14 00:00:00+01:00,2025-03-14 02:50:00+01:00,35,2.9166666666666665
140,2025-03-14,2025-03-14 04:55:00+01:00,2025-03-14 23:55:00+01:00,229,19.083333333333332
141,2025-03-15,2025-03-15 00:00:00+01:00,2025-03-15 03:20:00+01:00,41,3.4166666666666665
142,2025-03-15,2025-03-15 05:20:00+01:00,2025-03-15 23:55:00+01:00,224,18.666666666666668
143,2025-03-16,2025-03-16 00:00:00+01:00,2025-03-16 03:40:00+01:00,45,3.75
144,2025-03-16,2025-03-16 05:15:00+01:00,2025-03-16 23:55:00+01:00,225,18.75
145,2025-03-17,2025-03-17 00:00:00+01:00,2025-03-17 02:45:00+01:00,34,2.8333333333333335
146,2025-03-17,2025-03-17 04:55:00+01:00,2025-03-17 23:55:00+01:00,229,19.083333333333332
147,2025-03-18,2025-03-18 00:00:00+01:00,2025-03-18 02:50:00+01:00,35,2.9166666666666665
148,2025-03-18,2025-03-18 04:55:00+01:00,2025-03-18 23:55:00+01:00,229,19.083333333333332
149,2025-03-19,2025-03-19 00:00:00+01:00,2025-03-19 02:30:00+01:00,31,2.5833333333333335
150,2025-03-19,2025-03-19 04:55:00+01:00,2025-03-19 17:55:00+01:00,157,13.083333333333334
151,2025-03-20,2025-03-20 06:10:00+01:00,2025-03-20 08:55:00+01:00,34,2.8333333333333335
152,2025-03-20,2025-03-20 09:10:00+01:00,2025-03-20 12:55:00+01:00,46,3.8333333333333335
153,2025-03-21,2025-03-21 06:10:00+01:00,2025-03-21 10:55:00+01:00,58,4.833333333333333
154,2025-03-21,2025-03-21 11:10:00+01:00,2025-03-21 23:55:00+01:00,154,12.833333333333334
155,2025-03-22,2025-03-22 00:00:00+01:00,2025-03-22 03:20:00+01:00,41,3.4166666666666665
156,2025-03-22,2025-03-22 04:55:00+01:00,2025-03-22 23:55:00+01:00,229,19.083333333333332
157,2025-03-23,2025-03-23 00:00:00+01:00,2025-03-23 03:15:00+01:00,40,3.3333333333333335
158,2025-03-23,2025-03-23 04:55:00+01:00,2025-03-23 23:55:00+01:00,229,19.083333333333332
159,2025-03-24,2025-03-24 00:00:00+01:00,2025-03-24 03:00:00+01:00,37,3.0833333333333335
160,2025-03-24,2025-03-24 04:55:00+01:00,2025-03-24 23:55:00+01:00,229,19.083333333333332
161,2025-03-25,2025-03-25 00:00:00+01:00,2025-03-25 03:15:00+01:00,40,3.3333333333333335
162,2025-03-25,2025-03-25 04:55:00+01:00,2025-03-25 23:55:00+01:00,229,19.083333333333332
163,2025-03-26,2025-03-26 00:00:00+01:00,2025-03-26 03:10:00+01:00,39,3.25
164,2025-03-26,2025-03-26 06:10:00+01:00,2025-03-26 23:55:00+01:00,214,17.833333333333332
165,2025-03-27,2025-03-27 00:00:00+01:00,2025-03-27 02:55:00+01:00,36,3.0
166,2025-03-27,2025-03-27 04:55:00+01:00,2025-03-27 21:55:00+01:00,205,17.083333333333332
167,2025-03-28,2025-03-28 04:15:00+01:00,2025-03-28 23:55:00+01:00,237,19.75
168,2025-03-29,2025-03-29 00:00:00+01:00,2025-03-29 03:20:00+01:00,41,3.4166666666666665
169,2025-03-29,2025-03-29 04:55:00+01:00,2025-03-29 06:55:00+01:00,25,2.0833333333333335
170,2025-03-29,2025-03-29 16:10:00+01:00,2025-03-29 23:55:00+01:00,94,7.833333333333333
171,2025-03-30,2025-03-30 00:00:00+01:00,2025-03-30 03:15:00+02:00,28,2.3333333333333335
172,2025-03-30,2025-03-30 04:30:00+02:00,2025-03-30 06:55:00+02:00,30,2.5
173,2025-03-30,2025-03-30 16:10:00+02:00,2025-03-30 23:55:00+02:00,94,7.833333333333333
174,2025-03-31,2025-03-31 00:00:00+02:00,2025-03-31 02:50:00+02:00,35,2.9166666666666665
175,2025-03-31,2025-03-31 04:50:00+02:00,2025-03-31 23:55:00+02:00,230,19.166666666666668
176,2025-04-01,2025-04-01 00:00:00+02:00,2025-04-01 02:50:00+02:00,35,2.9166666666666665
177,2025-04-01,2025-04-01 08:10:00+02:00,2025-04-01 23:55:00+02:00,190,15.833333333333334
178,2025-04-02,2025-04-02 00:00:00+02:00,2025-04-02 02:50:00+02:00,35,2.9166666666666665
179,2025-04-02,2025-04-02 04:55:00+02:00,2025-04-02 23:55:00+02:00,229,19.083333333333332
180,2025-04-03,2025-04-03 00:00:00+02:00,2025-04-03 02:20:00+02:00,29,2.4166666666666665
181,2025-04-03,2025-04-03 04:55:00+02:00,2025-04-03 23:55:00+02:00,229,19.083333333333332
182,2025-04-04,2025-04-04 00:00:00+02:00,2025-04-04 02:50:00+02:00,35,2.9166666666666665
183,2025-04-04,2025-04-04 04:55:00+02:00,2025-04-04 23:55:00+02:00,229,19.083333333333332
184,2025-04-05,2025-04-05 00:00:00+02:00,2025-04-05 03:50:00+02:00,47,3.9166666666666665
185,2025-04-05,2025-04-05 04:35:00+02:00,2025-04-05 09:55:00+02:00,65,5.416666666666667
186,2025-04-05,2025-04-05 10:05:00+02:00,2025-04-05 12:55:00+02:00,35,2.9166666666666665
187,2025-04-05,2025-04-05 13:05:00+02:00,2025-04-05 17:55:00+02:00,59,4.916666666666667
188,2025-04-05,2025-04-05 18:10:00+02:00,2025-04-05 21:55:00+02:00,46,3.8333333333333335
189,2025-04-06,2025-04-06 00:00:00+02:00,2025-04-06 03:20:00+02:00,41,3.4166666666666665
190,2025-04-06,2025-04-06 04:55:00+02:00,2025-04-06 13:55:00+02:00,109,9.083333333333334
191,2025-04-06,2025-04-06 18:05:00+02:00,2025-04-06 23:15:00+02:00,63,5.25
192,2025-04-07,2025-04-07 05:10:00+02:00,2025-04-07 23:00:00+02:00,215,17.916666666666668
193,2025-04-08,2025-04-08 00:05:00+02:00,2025-04-08 02:50:00+02:00,34,2.8333333333333335
194,2025-04-08,2025-04-08 04:50:00+02:00,2025-04-08 23:10:00+02:00,221,18.416666666666668
195,2025-04-09,2025-04-09 04:50:00+02:00,2025-04-09 14:50:00+02:00,121,10.083333333333334
196,2025-04-10,2025-04-10 10:05:00+02:00,2025-04-10 23:55:00+02:00,167,13.916666666666666
197,2025-04-11,2025-04-11 00:00:00+02:00,2025-04-11 02:50:00+02:00,35,2.9166666666666665
198,2025-04-11,2025-04-11 04:55:00+02:00,2025-04-11 23:55:00+02:00,229,19.083333333333332
199,2025-04-12,2025-04-12 00:00:00+02:00,2025-04-12 03:20:00+02:00,41,3.4166666666666665
200,2025-04-12,2025-04-12 04:55:00+02:00,2025-04-12 06:55:00+02:00,25,2.0833333333333335
201,2025-04-12,2025-04-12 17:00:00+02:00,2025-04-12 19:05:00+02:00,26,2.1666666666666665
202,2025-04-12,2025-04-12 19:15:00+02:00,2025-04-12 23:55:00+02:00,57,4.75
203,2025-04-13,2025-04-13 00:00:00+02:00,2025-04-13 03:20:00+02:00,41,3.4166666666666665
204,2025-04-13,2025-04-13 04:55:00+02:00,2025-04-13 06:55:00+02:00,25,2.0833333333333335
205,2025-04-13,2025-04-13 16:10:00+02:00,2025-04-13 23:55:00+02:00,94,7.833333333333333
206,2025-04-14,2025-04-14 00:00:00+02:00,2025-04-14 02:50:00+02:00,35,2.9166666666666665
207,2025-04-14,2025-04-14 04:55:00+02:00,2025-04-14 09:05:00+02:00,51,4.25
208,2025-04-14,2025-04-14 10:00:00+02:00,2025-04-14 23:15:00+02:00,160,13.333333333333334
209,2025-04-15,2025-04-15 04:50:00+02:00,2025-04-15 23:15:00+02:00,222,18.5
210,2025-04-16,2025-04-16 04:50:00+02:00,2025-04-16 23:10:00+02:00,221,18.416666666666668
211,2025-04-17,2025-04-17 04:55:00+02:00,2025-04-17 23:55:00+02:00,229,19.083333333333332
212,2025-04-18,2025-04-18 00:00:00+02:00,2025-04-18 02:00:00+02:00,25,2.0833333333333335
213,2025-04-18,2025-04-18 04:55:00+02:00,2025-04-18 06:55:00+02:00,25,2.0833333333333335
214,2025-04-18,2025-04-18 07:05:00+02:00,2025-04-18 23:35:00+02:00,199,16.583333333333332
215,2025-04-22,2025-04-22 04:55:00+02:00,2025-04-22 23:55:00+02:00,229,19.083333333333332
216,2025-04-23,2025-04-23 00:00:00+02:00,2025-04-23 02:30:00+02:00,31,2.5833333333333335
217,2025-04-23,2025-04-23 04:55:00+02:00,2025-04-23 10:00:00+02:00,62,5.166666666666667
218,2025-04-23,2025-04-23 11:00:00+02:00,2025-04-23 23:55:00+02:00,156,13.0
219,2025-04-24,2025-04-24 00:00:00+02:00,2025-04-24 02:30:00+02:00,31,2.5833333333333335
220,2025-04-24,2025-04-24 05:00:00+02:00,2025-04-24 23:55:00+02:00,228,19.0
221,2025-04-25,2025-04-25 00:00:00+02:00,2025-04-25 02:50:00+02:00,35,2.9166666666666665
222,2025-04-25,2025-04-25 05:00:00+02:00,2025-04-25 08:55:00+02:00,48,4.0
223,2025-04-25,2025-04-25 09:10:00+02:00,2025-04-25 23:55:00+02:00,178,14.833333333333334
224,2025-04-26,2025-04-26 01:05:00+02:00,2025-04-26 03:25:00+02:00,29,2.4166666666666665
225,2025-04-26,2025-04-26 04:55:00+02:00,2025-04-26 06:55:00+02:00,25,2.0833333333333335
226,2025-04-26,2025-04-26 08:00:00+02:00,2025-04-26 11:00:00+02:00,37,3.0833333333333335
227,2025-04-26,2025-04-26 13:05:00+02:00,2025-04-26 23:55:00+02:00,131,10.916666666666666
228,2025-04-27,2025-04-27 00:00:00+02:00,2025-04-27 03:20:00+02:00,41,3.4166666666666665
229,2025-04-27,2025-04-27 04:55:00+02:00,2025-04-27 23:55:00+02:00,229,19.083333333333332
230,2025-04-28,2025-04-28 00:00:00+02:00,2025-04-28 02:50:00+02:00,35,2.9166666666666665
231,2025-04-28,2025-04-28 04:55:00+02:00,2025-04-28 23:55:00+02:00,229,19.083333333333332
232,2025-04-29,2025-04-29 00:00:00+02:00,2025-04-29 02:50:00+02:00,35,2.9166666666666665
233,2025-04-29,2025-04-29 04:55:00+02:00,2025-04-29 07:00:00+02:00,26,2.1666666666666665
234,2025-04-29,2025-04-29 08:05:00+02:00,2025-04-29 16:00:00+02:00,96,8.0
235,2025-04-29,2025-04-29 17:05:00+02:00,2025-04-29 23:55:00+02:00,83,6.916666666666667
236,2025-04-30,2025-04-30 00:00:00+02:00,2025-04-30 02:50:00+02:00,35,2.9166666666666665
237,2025-04-30,2025-04-30 04:55:00+02:00,2025-04-30 15:55:00+02:00,133,11.083333333333334
238,2025-04-30,2025-04-30 16:15:00+02:00,2025-04-30 23:55:00+02:00,93,7.75
239,2025-05-01,2025-05-01 00:00:00+02:00,2025-05-01 03:15:00+02:00,40,3.3333333333333335
240,2025-05-01,2025-05-01 04:50:00+02:00,2025-05-01 23:55:00+02:00,230,19.166666666666668
241,2025-05-02,2025-05-02 00:00:00+02:00,2025-05-02 02:50:00+02:00,35,2.9166666666666665
242,2025-05-02,2025-05-02 04:55:00+02:00,2025-05-02 23:55:00+02:00,229,19.083333333333332
243,2025-05-03,2025-05-03 00:00:00+02:00,2025-05-03 03:15:00+02:00,40,3.3333333333333335
244,2025-05-03,2025-05-03 04:50:00+02:00,2025-05-03 23:10:00+02:00,221,18.416666666666668
245,2025-05-04,2025-05-04 04:50:00+02:00,2025-05-04 23:55:00+02:00,230,19.166666666666668
246,2025-05-05,2025-05-05 00:00:00+02:00,2025-05-05 02:50:00+02:00,35,2.9166666666666665
247,2025-05-05,2025-05-05 04:55:00+02:00,2025-05-05 14:00:00+02:00,110,9.166666666666666
248,2025-05-05,2025-05-05 15:05:00+02:00,2025-05-05 23:55:00+02:00,107,8.916666666666666
249,2025-05-06,2025-05-06 00:00:00+02:00,2025-05-06 03:10:00+02:00,39,3.25
250,2025-05-06,2025-05-06 04:55:00+02:00,2025-05-06 10:00:00+02:00,62,5.166666666666667
251,2025-05-06,2025-05-06 11:00:00+02:00,2025-05-06 23:55:00+02:00,156,13.0
252,2025-05-07,2025-05-07 00:00:00+02:00,2025-05-07 02:50:00+02:00,35,2.9166666666666665
253,2025-05-07,2025-05-07 04:55:00+02:00,2025-05-07 23:10:00+02:00,220,18.333333333333332
254,2025-05-08,2025-05-08 04:55:00+02:00,2025-05-08 23:55:00+02:00,229,19.083333333333332
255,2025-05-09,2025-05-09 00:00:00+02:00,2025-05-09 02:00:00+02:00,25,2.0833333333333335
256,2025-05-09,2025-05-09 04:55:00+02:00,2025-05-09 19:00:00+02:00,170,14.166666666666666
257,2025-05-09,2025-05-09 20:00:00+02:00,2025-05-09 23:20:00+02:00,41,3.4166666666666665
258,2025-05-12,2025-05-12 04:50:00+02:00,2025-05-12 23:55:00+02:00,230,19.166666666666668
259,2025-05-13,2025-05-13 00:00:00+02:00,2025-05-13 02:50:00+02:00,35,2.9166666666666665
260,2025-05-13,2025-05-13 04:55:00+02:00,2025-05-13 12:05:00+02:00,87,7.25
261,2025-05-13,2025-05-13 16:05:00+02:00,2025-05-13 23:10:00+02:00,86,7.166666666666667
262,2025-05-14,2025-05-14 04:55:00+02:00,2025-05-14 23:55:00+02:00,229,19.083333333333332
263,2025-05-15,2025-05-15 00:00:00+02:00,2025-05-15 02:50:00+02:00,35,2.9166666666666665
264,2025-05-15,2025-05-15 04:55:00+02:00,2025-05-15 23:55:00+02:00,229,19.083333333333332
265,2025-05-16,2025-05-16 00:00:00+02:00,2025-05-16 02:50:00+02:00,35,2.9166666666666665
266,2025-05-16,2025-05-16 04:55:00+02:00,2025-05-16 17:55:00+02:00,157,13.083333333333334
267,2025-05-16,2025-05-16 18:05:00+02:00,2025-05-16 23:55:00+02:00,71,5.916666666666667
268,2025-05-17,2025-05-17 00:00:00+02:00,2025-05-17 03:15:00+02:00,40,3.3333333333333335
269,2025-05-17,2025-05-17 04:50:00+02:00,2025-05-17 20:55:00+02:00,194,16.166666666666668
270,2025-05-17,2025-05-17 21:05:00+02:00,2025-05-17 23:10:00+02:00,26,2.1666666666666665
271,2025-05-18,2025-05-18 04:55:00+02:00,2025-05-18 12:40:00+02:00,94,7.833333333333333
272,2025-05-18,2025-05-18 15:25:00+02:00,2025-05-18 20:55:00+02:00,67,5.583333333333333
273,2025-05-18,2025-05-18 21:05:00+02:00,2025-05-18 23:00:00+02:00,24,2.0
274,2025-05-19,2025-05-19 05:00:00+02:00,2025-05-19 11:00:00+02:00,73,6.083333333333333
275,2025-05-19,2025-05-19 12:05:00+02:00,2025-05-19 23:35:00+02:00,139,11.583333333333334
276,2025-05-20,2025-05-20 04:55:00+02:00,2025-05-20 23:15:00+02:00,221,18.416666666666668
277,2025-05-21,2025-05-21 04:55:00+02:00,2025-05-21 08:00:00+02:00,38,3.1666666666666665
278,2025-05-21,2025-05-21 09:05:00+02:00,2025-05-21 23:10:00+02:00,170,14.166666666666666
279,2025-05-22,2025-05-22 06:05:00+02:00,2025-05-22 09:05:00+02:00,37,3.0833333333333335
280,2025-05-22,2025-05-22 13:05:00+02:00,2025-05-22 23:55:00+02:00,131,10.916666666666666
281,2025-05-23,2025-05-23 00:00:00+02:00,2025-05-23 02:50:00+02:00,35,2.9166666666666665
282,2025-05-23,2025-05-23 04:55:00+02:00,2025-05-23 16:00:00+02:00,134,11.166666666666666
283,2025-05-23,2025-05-23 17:05:00+02:00,2025-05-23 23:55:00+02:00,83,6.916666666666667
284,2025-05-24,2025-05-24 00:00:00+02:00,2025-05-24 03:20:00+02:00,41,3.4166666666666665
285,2025-05-24,2025-05-24 04:55:00+02:00,2025-05-24 23:55:00+02:00,229,19.083333333333332
286,2025-05-25,2025-05-25 00:00:00+02:00,2025-05-25 03:20:00+02:00,41,3.4166666666666665
287,2025-05-25,2025-05-25 06:05:00+02:00,2025-05-25 23:15:00+02:00,207,17.25
288,2025-05-26,2025-05-26 04:55:00+02:00,2025-05-26 23:10:00+02:00,220,18.333333333333332
289,2025-05-27,2025-05-27 04:55:00+02:00,2025-05-27 07:00:00+02:00,26,2.1666666666666665
290,2025-05-27,2025-05-27 08:05:00+02:00,2025-05-27 12:55:00+02:00,59,4.916666666666667
291,2025-05-27,2025-05-27 17:05:00+02:00,2025-05-27 23:10:00+02:00,74,6.166666666666667
292,2025-05-28,2025-05-28 04:50:00+02:00,2025-05-28 23:35:00+02:00,226,18.833333333333332
293,2025-05-29,2025-05-29 05:10:00+02:00,2025-05-29 12:05:00+02:00,84,7.0
294,2025-05-29,2025-05-29 13:05:00+02:00,2025-05-29 23:55:00+02:00,131,10.916666666666666
