real,imag,modulus,angle_rad,period_minuten,halbwertszeit_min
0.9437016313017569,0.0,0.9437016313017569,0.0,inf,59.810545631907885
0.8242610351743247,0.0,0.8242610351743247,0.0,inf,17.932279227641505
0.8181529931303828,0.0,0.8181529931303828,0.0,inf,17.26773075296169
0.7757726726137719,0.0,0.7757726726137719,0.0,inf,13.650232078617783
0.7612263785164517,0.0,0.7612263785164517,0.0,inf,12.703170081805258
0.7173991594495255,0.0,0.7173991594495255,0.0,inf,10.435101143642074
0.6911584604950265,0.006238041824913763,0.6911866106050265,0.009025242122195286,3480.8957045748894,9.383454062187361
0.6911584604950265,-0.006238041824913763,0.6911866106050265,-0.009025242122195286,3480.8957045748894,9.383454062187361
-0.009112254236252561,-0.6514844724333217,0.6515481954537129,-1.5847823241139563,19.82349629843481,8.089879270156807
-0.009112254236252561,0.6514844724333217,0.6515481954537129,1.5847823241139563,19.82349629843481,8.089879270156807
-0.6477041725196945,0.0,0.6477041725196945,3.141592653589793,10.0,7.979660714132072
0.034051233736149086,0.6452662529045863,0.6461640841585667,1.5180744029104054,20.69458945863805,7.936161118654372
0.034051233736149086,-0.6452662529045863,0.6461640841585667,-1.5180744029104054,20.69458945863805,7.936161118654372
0.49538120338207536,0.383604432913277,0.6265420158417072,0.6589114184006054,47.67852803667405,7.412713426377714
0.49538120338207536,-0.383604432913277,0.6265420158417072,-0.6589114184006054,47.67852803667405,7.412713426377714
0.10742573229032416,0.5981378495504036,0.6077081330893094,1.3930905796525899,22.551244689151844,6.958462896379604
0.10742573229032416,-0.5981378495504036,0.6077081330893094,-1.3930905796525899,22.551244689151844,6.958462896379604
0.5874127564018754,0.0,0.5874127564018754,0.0,inf,6.514203904718024
-0.5728208342274206,0.03177077968874288,0.5737012206427913,3.0861856925195723,10.179532168801504,6.237303132696069
-0.5728208342274206,-0.03177077968874288,0.5737012206427913,-3.0861856925195723,10.179532168801504,6.237303132696069
-0.37464982443281236,-0.4131538313357887,0.557726258387552,-2.307358220763047,13.615539300832376,5.935627653335915
-0.37464982443281236,0.4131538313357887,0.557726258387552,2.307358220763047,13.615539300832376,5.935627653335915
0.5507939155291158,0.0,0.5507939155291158,0.0,inf,5.811146080542761
0.00960384597298143,0.5438663336631883,0.5439511216549803,1.5531396943893714,20.227366958288542,5.691836621224211
0.00960384597298143,-0.5438663336631883,0.5439511216549803,-1.5531396943893714,20.227366958288542,5.691836621224211
-0.4596753796740185,-0.28296614803840087,0.5397881951415233,-2.5897972637769526,12.130650910519938,5.620916391691278
-0.4596753796740185,0.28296614803840087,0.5397881951415233,2.5897972637769526,12.130650910519938,5.620916391691278
-0.08797337709888348,-0.5242974328641248,0.5316268552152852,-1.737040580421435,18.085890963051597,5.485378605342831
-0.08797337709888348,0.5242974328641248,0.5316268552152852,1.737040580421435,18.085890963051597,5.485378605342831
0.11047395523561553,0.5158835262972218,0.5275796693299099,1.3598373904009087,23.102708277962453,5.41982433806684
0.11047395523561553,-0.5158835262972218,0.5275796693299099,-1.3598373904009087,23.102708277962453,5.41982433806684
-0.5033751934990984,0.10712359918974301,0.5146475016296295,2.9319100567054623,10.715174042958015,5.217336108436935
-0.5033751934990984,-0.10712359918974301,0.5146475016296295,-2.9319100567054623,10.715174042958015,5.217336108436935
-0.043695370273290825,0.5109243335938721,0.5127893915065544,1.656110927213131,18.96969944444724,5.18908141516233
-0.043695370273290825,-0.5109243335938721,0.5127893915065544,-1.656110927213131,18.96969944444724,5.18908141516233
0.20277807679404247,-0.468011555647752,0.5100527077157021,-1.1619369445477723,27.03754853764897,5.147836838553502
0.20277807679404247,0.468011555647752,0.5100527077157021,1.1619369445477723,27.03754853764897,5.147836838553502
-0.48812905674058565,0.0,0.48812905674058565,3.141592653589793,10.0,4.832479854961714
-0.2338942000217727,0.413278858786192,0.4748746275844207,2.0858009169424383,15.06180493100479,4.653840721408103
-0.2338942000217727,-0.413278858786192,0.4748746275844207,-2.0858009169424383,15.06180493100479,4.653840721408103
-0.09314807288485727,-0.4652761925826914,0.4745086920873087,-1.7683837305239096,17.76533339095497,4.649028216428225
-0.09314807288485727,0.4652761925826914,0.4745086920873087,1.7683837305239096,17.76533339095497,4.649028216428225
-0.38465672701962983,0.26107906549828086,0.4648903914719142,2.545283154867811,12.34280220486098,4.524733377244111
-0.38465672701962983,-0.26107906549828086,0.4648903914719142,-2.545283154867811,12.34280220486098,4.524733377244111
0.4559392017819831,0.033171024802904785,0.4571442579843554,0.07262522025300594,432.5759898070345,4.427605391195992
0.4559392017819831,-0.033171024802904785,0.4571442579843554,-0.07262522025300594,432.5759898070345,4.427605391195992
-0.4525363724612786,0.0,0.4525363724612786,3.141592653589793,10.0,4.3710330726167115
0.07900219949202296,-0.41655631964237994,0.42398173894471214,-1.3833668925494094,22.709757407885817,4.039013750880317
0.07900219949202296,0.41655631964237994,0.42398173894471214,1.3833668925494094,22.709757407885817,4.039013750880317
-0.4014449082956185,0.12605507737658436,0.4207705989359216,2.837338700966326,11.072321582614887,4.003541712081362
-0.4014449082956185,-0.12605507737658436,0.4207705989359216,-2.837338700966326,11.072321582614887,4.003541712081362
-0.4104129077154107,0.0,0.4104129077154107,3.141592653589793,10.0,3.891498818716535
0.11012821290583988,0.38103923423300745,0.3966347454557035,1.2894425034348638,24.363960744438813,3.747797145702539
0.11012821290583988,-0.38103923423300745,0.3966347454557035,-1.2894425034348638,24.363960744438813,3.747797145702539
-0.25291508810348146,-0.2581178353973187,0.3613735722774828,-2.3460139963112066,13.39119314091701,3.404980731302313
-0.25291508810348146,0.2581178353973187,0.3613735722774828,2.3460139963112066,13.39119314091701,3.404980731302313
-0.023291860961128452,-0.35347884398720586,0.354245400723233,-1.6365944317255074,19.19591434927176,3.339614095301173
-0.023291860961128452,0.35347884398720586,0.354245400723233,1.6365944317255074,19.19591434927176,3.339614095301173
-0.2220838045829585,0.13043903745424332,0.2575569039067507,2.6105328641789542,12.034296509719919,2.5548828666012993
-0.2220838045829585,-0.13043903745424332,0.2575569039067507,-2.6105328641789542,12.034296509719919,2.5548828666012993
