station,adf_stat,p_value
Marienplatz,-4.483422594111667,0.00021065654048635227
Isartor,-4.676014300334932,9.333091040746344e-05
Rosenheimer_Platz,-4.4105353657637,0.00028434518208804145
Ostbahnhof,-5.533593692383948,1.7650073057752852e-06
Leuchtenbergring,-4.624437086644114,0.0001164158509312726
Pasing,-0.6254222542570992,0.8651335539413069
Laim,-0.36008598886487875,0.9165527264920434
Hirschgarten,-0.6093801035574294,0.8688483898676307
Donnersbergerbruecke,0.011146226805365722,0.9594442214883299
Hackerbruecke,-2.661296039833686,0.08097851707597148
Hauptbahnhof_tief,-4.289063044738281,0.00046398823795231516
Karlsplatz_Stachus,-3.472566018564408,0.008720251670279122
Marienplatz,-3.539470852846427,0.007029410286234226
Isartor,-3.5019537968748993,0.00793705796905118
Rosenheimer_Platz,-4.585611602587515,0.00013729147119278997
Ostbahnhof,-4.071302705239029,0.0010798889720033216
Leuchtenbergring,-5.978608588714913,1.861587305969531e-07
Pasing,-5.561255414700183,1.5399781561497593e-06
Laim,-3.9070477273392243,0.0019835876082448475
Hirschgarten,-2.1449133212916665,0.22684221627071655
Donnersbergerbruecke,-11.660157288084898,1.9420819072219063e-21
Hackerbruecke,-2.8636232416180047,0.049744595783167124
Hauptbahnhof_tief,-5.560573052078755,1.5451768507617004e-06
Karlsplatz_Stachus,-3.376154438379751,0.011799127296745876
Marienplatz,-3.3917619942729487,0.01124293098868163
Isartor,-3.880224184463943,0.0021853039332388182
Rosenheimer_Platz,-4.074766598063576,0.0010658381091668795
Ostbahnhof,-3.968508622474236,0.0015846894667112482
Leuchtenbergring,-4.316924595474429,0.00041517141468130415
Pasing,-11.499732284076508,4.522336514475923e-21
Laim,-7.541265043910829,3.37324992196383e-11
Hirschgarten,-7.042366976322625,5.802401468135365e-10
Donnersbergerbruecke,-7.18504708298584,2.589929798926278e-10
Hackerbruecke,-7.208940712053198,2.2613398567311736e-10
Hauptbahnhof_tief,-7.2409752673021055,1.8847664459099778e-10
Karlsplatz_Stachus,-4.024796615936186,0.00128609220807705
Marienplatz,-7.858546020690898,5.360769102638797e-12
Isartor,-6.499744512046567,1.1698893424710348e-08
Rosenheimer_Platz,-5.024668578093058,1.9828956676457943e-05
Ostbahnhof,-6.439416735708113,1.6220808310784808e-08
Leuchtenbergring,-5.884772353963123,3.019627902044968e-07
Pasing,-3.6935582207100373,0.004204681342926356
Laim,-4.5466251057549805,0.00016181803866093149
Hirschgarten,-6.092885354167412,1.0263723818928494e-07
Donnersbergerbruecke,-5.076505027333425,1.5626939727910795e-05
Hackerbruecke,-1.8991614795266176,0.33245567998825354
Hauptbahnhof_tief,-1.714279508465231,0.42377066811162484
Karlsplatz_Stachus,-5.962273609531908,2.025821280987027e-07
Marienplatz,-5.21228913335711,8.298124903160271e-06
Isartor,-2.0447855481301227,0.26728777714191565
Rosenheimer_Platz,-3.014517782379364,0.03356068547367966
Ostbahnhof,-3.7024324394127883,0.004079069503471977
Leuchtenbergring,-4.034437161844847,0.0012405439357986484
Pasing,-7.928251316848391,3.5702482446901247e-12
Laim,-2.7632156364677147,0.06372329108155807
Hirschgarten,-3.3928552789284425,0.011204859404318694
Donnersbergerbruecke,-7.732976659324893,1.1126489607368792e-11
Hackerbruecke,-7.429822508208442,6.404384707426254e-11
Hauptbahnhof_tief,-7.393292531512417,7.897073062978423e-11
Karlsplatz_Stachus,-3.9290163905030187,0.0018313822188209903
Marienplatz,-8.96396253591603,8.082839854616279e-15
Isartor,-4.290171306273302,0.0004619470989327583
Rosenheimer_Platz,-4.917203718326018,3.2282748790537056e-05
Ostbahnhof,-5.708730704623355,7.383950256278978e-07
Leuchtenbergring,-5.371420470155243,3.8882236558342625e-06
Pasing,-11.316912908417699,1.2003368932838127e-20
Laim,-2.857406422110614,0.050529983506220316
Hirschgarten,-6.555581809163703,8.633380933545847e-09
Donnersbergerbruecke,-6.447914396230471,1.5492528028436868e-08
Hackerbruecke,-2.699364267675952,0.07414834311788357
Hauptbahnhof_tief,-6.042536029286878,1.3353546672461568e-07
Karlsplatz_Stachus,-6.337857831949643,2.8017273987686414e-08
Marienplatz,-3.660076680989533,0.004711072836504066
Isartor,-2.502060147234778,0.11497387303658041
Rosenheimer_Platz,-6.592140368648074,7.070898107348968e-09
Ostbahnhof,-6.266312474399687,4.1058700514126176e-08
Leuchtenbergring,-4.969243143872161,2.5523335342213775e-05
Pasing,-6.705343976373781,3.797590349464677e-09
Laim,-7.948569680579399,3.17089826279767e-12
Hirschgarten,-5.944617696625832,2.2193103729530258e-07
Donnersbergerbruecke,-2.453421215043757,0.12722253411981266
Hackerbruecke,-2.545448071118913,0.10480415623670397
Hauptbahnhof_tief,-2.535510595236095,0.10707150682580319
Karlsplatz_Stachus,-5.00623033935698,2.1571599045606415e-05
Marienplatz,-3.0792386091064414,0.02812826547064584
Isartor,-2.651829469831892,0.08275116690583578
Rosenheimer_Platz,-3.248535920062817,0.0173416052891595
Ostbahnhof,-3.9486742602729024,0.001704444932896666
Leuchtenbergring,-4.9455707176287245,2.8409353015243897e-05
Pasing,-4.04806976324849,0.00117869876747786
Laim,-3.277774907683527,0.015901641272279395
Hirschgarten,-3.0657332153580255,0.029195223327630308
Donnersbergerbruecke,-2.917020777475708,0.04340421269818982
Hackerbruecke,-2.6692433819622825,0.07951339020006143
Hauptbahnhof_tief,-3.117498693522136,0.02528501858511987
Karlsplatz_Stachus,-3.2624174798989594,0.01664430410279713
Marienplatz,-3.2972656652107304,0.01500114263758663
Isartor,-2.605100710530161,0.09194763023784719
Rosenheimer_Platz,-2.369319620115051,0.15058358184537124
Ostbahnhof,-3.7725924987487875,0.003200511975045671
Leuchtenbergring,-7.402108882053845,7.507916943629461e-11
Pasing,-9.937910622242258,2.7125898153428324e-17
Laim,-4.948016208256067,2.809723752303113e-05
Hirschgarten,-10.571924572200043,7.267945791852146e-19
Donnersbergerbruecke,-4.2854473436205405,0.0004707067960386349
Hackerbruecke,-3.732272379871487,0.0036814461586830677
Hauptbahnhof_tief,-4.101260753116767,0.0009638875177672176
Karlsplatz_Stachus,-6.47542290268854,1.3348920591389872e-08
Marienplatz,-2.5412054708358887,0.10576769614761072
Isartor,-3.789980621698717,0.003011506047499776
Rosenheimer_Platz,-5.5778436725717455,1.4187145515070454e-06
Ostbahnhof,-5.831551026280088,3.9642763645420025e-07
Leuchtenbergring,-3.292644418469914,0.015210487943549022
Pasing,-8.644890366833913,5.303456380407778e-14
Laim,-4.196933544411559,0.0006668198528591246
Hirschgarten,-4.029616630972195,0.0012631278011649592
Donnersbergerbruecke,-10.72959444962841,3.0035393074066003e-19
Hackerbruecke,-9.14284298075446,2.818866163241493e-15
Hauptbahnhof_tief,-11.054466076637272,4.9849443259404037e-20
Karlsplatz_Stachus,-7.3382829109852805,1.081958750510388e-10
Marienplatz,-9.117871176617571,3.2650865125866917e-15
Isartor,-10.537470798350055,8.824599209642297e-19
Rosenheimer_Platz,-8.23864902779073,5.797118693206705e-13
Ostbahnhof,-8.905825886171636,1.138615513695765e-14
Leuchtenbergring,-7.3074456116956386,1.2903835176706403e-10
Pasing,-3.381322845122631,0.011612293553325829
Laim,-3.695986819194266,0.00416995854355992
Hirschgarten,-3.4274577649898754,0.010057701341483014
Donnersbergerbruecke,-3.769168392827522,0.0032389923785456965
Hackerbruecke,-2.968970532829261,0.03789553551626261
Hauptbahnhof_tief,-2.656532289163174,0.08186680109994227
Karlsplatz_Stachus,-2.6040819033040186,0.092156552409415
Marienplatz,-2.27422692163901,0.18041506337975177
Isartor,-2.1859009145501087,0.21140234829388543
Rosenheimer_Platz,-3.232333910803148,0.0181877130633079
Ostbahnhof,-2.6066951895152095,0.09162138826652322
Leuchtenbergring,-2.5283747114860193,0.10872219265937805
Pasing,-6.084778679945128,1.0708906116736979e-07
Laim,-5.132661422080682,1.2046908095923164e-05
Hirschgarten,-5.44160515723289,2.768288900789971e-06
Donnersbergerbruecke,-4.65297992044845,0.00010304081955159311
Hackerbruecke,-4.154609743073709,0.0007856819335312609
Hauptbahnhof_tief,-5.358872609020117,4.130291605975458e-06
Karlsplatz_Stachus,-4.495436199070326,0.00020040759690166437
Marienplatz,-4.835444382996698,4.650182420753983e-05
Isartor,-5.009650878840905,2.123753106824628e-05
Rosenheimer_Platz,-4.386253266722471,0.00031390934960319055
Ostbahnhof,-4.167008068554379,0.0007489481423491345
Leuchtenbergring,-4.227718143240856,0.0005912197041297203
Pasing,-9.475003115633356,4.011514816776528e-16
Laim,-12.010317815836903,3.1921618116174256e-22
Hirschgarten,-8.088694808456676,1.3971283066115423e-12
Donnersbergerbruecke,-5.993094479409324,1.7269124401611285e-07
Hackerbruecke,-4.305656258769444,0.0004342997675371948
Hauptbahnhof_tief,-5.893166833810006,2.89231683894582e-07
Karlsplatz_Stachus,-6.246718799229383,4.556994696163855e-08
Marienplatz,-7.819361640257796,6.734642656960623e-12
Isartor,-5.716262256444255,7.109414044151523e-07
Rosenheimer_Platz,-5.928152906473316,2.4159966284674404e-07
Ostbahnhof,-6.528525426612232,1.0004515611101694e-08
Leuchtenbergring,-7.94898032603724,3.1633035640515555e-12
Pasing,-11.490481435179662,4.749784362787619e-21
Laim,-0.575783063744786,0.8763607107863642
Hirschgarten,-12.058217382353714,2.5045476769592254e-22
Donnersbergerbruecke,-1.611710613667634,0.4770776919271318
Hackerbruecke,-0.5584902296601151,0.8800884237191651
Hauptbahnhof_tief,-0.6842817512530001,0.8507790181532238
Karlsplatz_Stachus,-12.95344392738343,3.338992244461499e-24
Marienplatz,-11.882278705030743,6.137826040342878e-22
Isartor,-10.864202095319087,1.421089155893027e-19
Rosenheimer_Platz,-12.746893418112622,8.701229965100328e-24
Ostbahnhof,-11.736714969845469,1.3024824665527266e-21
Leuchtenbergring,-8.897586026620594,1.1952870117747784e-14
Pasing,-2.1696097368972453,0.21745963446765681
Laim,-12.371869128355637,5.2593228852970896e-23
Hirschgarten,-11.216715154622856,2.0609434288952074e-20
Donnersbergerbruecke,-10.5093353430336,1.034260370660142e-18
Hackerbruecke,-9.730937624097361,9.008545681570802e-17
Hauptbahnhof_tief,-8.40099494767301,2.2316506871042817e-13
Karlsplatz_Stachus,-6.834262684140802,1.8597999573564875e-09
Marienplatz,-6.058160744000869,1.2308062356553939e-07
Isartor,-5.957062559807563,2.0811406758416854e-07
Rosenheimer_Platz,-6.115932730809951,9.094944242448511e-08
Ostbahnhof,-5.315632607486115,5.081812047050731e-06
Leuchtenbergring,-6.42687220620075,1.7357952741504822e-08
Pasing,-9.5384134356798,2.7684336632182723e-16
Laim,-11.201023757901032,2.2437818531860106e-20
Hirschgarten,-12.04877176319055,2.627043931187029e-22
Donnersbergerbruecke,-11.765777219510989,1.1199634306431409e-21
Hackerbruecke,-10.503327017483768,1.0699496815869603e-18
Hauptbahnhof_tief,-10.821393693592897,1.801814304606586e-19
Karlsplatz_Stachus,-10.190348349695642,6.3463641526532775e-18
Marienplatz,-8.527112686124534,1.0618214893007163e-13
Isartor,-3.373319720958632,0.011902730428186589
Rosenheimer_Platz,-6.0600339905148495,1.2188241870744204e-07
Ostbahnhof,-6.22449196799023,5.127899797510039e-08
Leuchtenbergring,-3.6780207016941944,0.004433151879191165
Pasing,-2.781620129935744,0.0609475433744139
Laim,-2.624484330222967,0.0880416996715388
Hirschgarten,-2.301408220691643,0.17151419456803135
Donnersbergerbruecke,-5.307278961870205,5.288718584657181e-06
Hackerbruecke,-4.1180379972744685,0.0009041275285930718
Hauptbahnhof_tief,-7.016073722460201,6.72769830955389e-10
Karlsplatz_Stachus,-6.144400114815123,7.830453938401547e-08
Marienplatz,-4.169801937234554,0.0007408961246989568
Isartor,-6.81242063104868,2.0998209275399203e-09
Rosenheimer_Platz,-6.006634402062675,1.609693624432567e-07
Ostbahnhof,-6.297764729810539,3.4718935192175024e-08
Leuchtenbergring,-3.8299668415856107,0.002615173512384187
Pasing,-5.319735827050839,4.983080476143374e-06
Laim,-5.87779037174594,3.1296824094772695e-07
Hirschgarten,-13.136276101505524,1.4599828875321557e-24
Donnersbergerbruecke,-8.280113521636576,4.543694483856238e-13
Hackerbruecke,-11.729350220707605,1.3533603658340242e-21
Hauptbahnhof_tief,-7.657676580865865,1.721621759621112e-11
Karlsplatz_Stachus,-6.9687231571332475,8.77692921787735e-10
Marienplatz,-4.657717959928828,0.00010096783852837755
Isartor,-4.827811741743518,4.81008384049477e-05
Rosenheimer_Platz,-5.996423423287899,1.697339791810366e-07
Ostbahnhof,-6.294447230448386,3.5339366544841655e-08
Leuchtenbergring,-8.004062447721019,2.2927355995468994e-12
Pasing,-8.95488060009877,8.52723071229755e-15
Laim,-13.181977970789614,1.1909312776590228e-24
Hirschgarten,-4.460904665047409,0.00023122339903835097
Donnersbergerbruecke,-6.3062895115607915,3.3173366534450135e-08
Hackerbruecke,-12.556999886376284,2.143472996176368e-23
Hauptbahnhof_tief,-11.703351304990031,1.5496874388820463e-21
Karlsplatz_Stachus,-6.021215829304398,1.492179151283883e-07
Marienplatz,-5.369222879158938,3.92959918114706e-06
Isartor,-5.40959291864338,3.233552656281272e-06
Rosenheimer_Platz,-5.201062642670042,8.748270230914743e-06
Ostbahnhof,-3.970654148167748,0.0015722151105654314
Leuchtenbergring,-5.142735676238106,1.1494774360895471e-05
Pasing,-3.9346506620681967,0.0017941309830338597
Laim,-5.48305621384974,2.2616355433167496e-06
Hirschgarten,-2.904145495052082,0.04486805215241902
Donnersbergerbruecke,-6.042044274142964,1.3387827081181417e-07
Hackerbruecke,-5.71286386252909,7.232033439915367e-07
Hauptbahnhof_tief,-4.906145131021511,3.3926461332356966e-05
Karlsplatz_Stachus,-5.347004645684452,4.372674759989029e-06
Marienplatz,-3.8227031855229074,0.0026833884706533528
Isartor,-5.332508832824608,4.687509695673129e-06
Rosenheimer_Platz,-4.05360780564585,0.0011544071432215463
Ostbahnhof,-5.247115191157417,7.039934299199853e-06
Leuchtenbergring,-3.3302391142467886,0.01357972156075446
Pasing,-9.811463730066487,5.64231609549657e-17
Laim,-11.697969415695463,1.5938167744607805e-21
Hirschgarten,-11.332005785099273,1.1068429424189366e-20
Donnersbergerbruecke,-8.329565706649701,3.3973731342678114e-13
Hackerbruecke,-10.90313713033351,1.1457415923778803e-19
Hauptbahnhof_tief,-10.881915502519918,1.2883711018023268e-19
Karlsplatz_Stachus,-5.702660933203775,7.612712630439099e-07
Marienplatz,-10.252365082021853,4.451223241913079e-18
Isartor,-10.529169701519608,9.2474832734658e-19
Rosenheimer_Platz,-9.144175898660173,2.7968451438714053e-15
Ostbahnhof,-10.99510803998813,6.90271506496804e-20
Leuchtenbergring,-4.13215717626091,0.00085654357253022
Pasing,-7.324345479173788,1.1716643825774011e-10
Laim,-10.376360577286547,2.196349933429537e-18
Hirschgarten,-4.9856107577040065,2.3695368279361813e-05
Donnersbergerbruecke,-3.9824328370938797,0.001505343674440244
Hackerbruecke,-5.556295430906695,1.5781584478737036e-06
Hauptbahnhof_tief,-6.410260144415553,1.89853853689983e-08
Karlsplatz_Stachus,-4.254817664990638,0.0005314200986639991
Marienplatz,-4.6333575328444345,0.00011206713744923898
Isartor,-4.290042500291549,0.00046218389115404657
Rosenheimer_Platz,-5.267549229174447,6.389978305137709e-06
Ostbahnhof,-4.915202830249967,3.257436166397901e-05
Leuchtenbergring,-4.380847156922532,0.00032087668948669603
Pasing,-3.7767917561650117,0.0031538939252221325
Laim,-4.606042748698525,0.00012589721391642738
Hirschgarten,-6.698501900644145,3.943547024620661e-09
Donnersbergerbruecke,-3.136015889977243,0.02400013943748913
Hackerbruecke,-6.008235841956716,1.596356320412698e-07
Hauptbahnhof_tief,-5.4636523143632365,2.486437835518581e-06
Karlsplatz_Stachus,-5.898339919803174,2.8164947671765003e-07
Marienplatz,-6.098132603920408,9.98530515064433e-08
Isartor,-2.8940194040177123,0.046047892580647044
Rosenheimer_Platz,-3.5228856332302834,0.007418431228553116
Ostbahnhof,-3.4127471235147886,0.010531923064444247
Leuchtenbergring,-2.546164247066864,0.1046421587089485
Pasing,-7.989599295210152,2.495031421996439e-12
Laim,-5.810909660546574,4.4037696424500997e-07
Hirschgarten,-11.510067997445848,4.281251968949502e-21
Donnersbergerbruecke,-5.986012979599338,1.7915108730811746e-07
Hackerbruecke,-7.8178749364535545,6.79316063261223e-12
Hauptbahnhof_tief,-5.037955743489768,1.8658214568482255e-05
Karlsplatz_Stachus,-4.608986184189517,0.00012433201245965533
Marienplatz,-6.394712430512181,2.064421640275271e-08
Isartor,-6.309888410108952,3.2541379461206566e-08
Rosenheimer_Platz,-5.654825459095632,9.674628427367642e-07
Ostbahnhof,-5.196662026998898,8.931096573278816e-06
Leuchtenbergring,-6.417638069187834,1.82448373950889e-08
Pasing,-6.550138360071318,8.89345898662968e-09
Laim,-7.39588088360921,7.780791784049688e-11
Hirschgarten,-2.7754129458078123,0.061872588672858095
Donnersbergerbruecke,-2.349585600973369,0.1564737105120515
Hackerbruecke,-3.9352952716362943,0.0017899142384779293
Hauptbahnhof_tief,-2.0466580340923812,0.2664970450964722
Karlsplatz_Stachus,-2.392853308352208,0.14376367793394051
Marienplatz,-6.321575957410827,3.056957333891092e-08
Isartor,-3.3119802387797614,0.01435137716319321
Rosenheimer_Platz,-2.892624216104244,0.04621244825231691
Ostbahnhof,-4.226341241526913,0.0005944211546558322
Leuchtenbergring,-2.2793585366720026,0.17871169361104844
Pasing,-6.260854404308186,4.2269259025675566e-08
Laim,-11.602697381616482,2.6254734766878557e-21
Hirschgarten,-7.472311975113804,5.017286259113079e-11
Donnersbergerbruecke,-10.901265606683527,1.1576511258978446e-19
Hackerbruecke,-11.408771810837127,7.337785039320927e-21
Hauptbahnhof_tief,-7.461242246045365,5.3469367646557054e-11
Karlsplatz_Stachus,-10.414444024614536,1.7693757710629998e-18
Marienplatz,-5.070935035575347,1.6033492314063404e-05
Isartor,-5.49470160930734,2.136353036630347e-06
Rosenheimer_Platz,-10.081035807414208,1.1884496720914643e-17
Ostbahnhof,-7.3935179206681765,7.886879313358423e-11
Leuchtenbergring,-5.974611036872667,1.9005304169390485e-07
Pasing,-12.105169156992437,1.9766183821712053e-22
Laim,-15.018049506991781,1.032046529962251e-27
Hirschgarten,-7.019580294255136,6.59632840521177e-10
Donnersbergerbruecke,-14.004528916096676,3.809233671674829e-26
Hackerbruecke,-13.760459597567898,1.010808599243597e-25
Hauptbahnhof_tief,-9.022197092649007,5.73525977453387e-15
Karlsplatz_Stachus,-2.873650163875463,0.0484990473654583
Marienplatz,-6.282931680434226,3.7578786527828025e-08
Isartor,-9.051289603142513,4.832093837496257e-15
Rosenheimer_Platz,-5.767434652640081,5.490984818079923e-07
Ostbahnhof,-13.367600659018255,5.275267355816819e-25
Leuchtenbergring,-5.302884779003684,5.400813137496834e-06
Pasing,-11.285840823190366,1.4188170230602882e-20
Laim,-5.278202831792508,6.074586678199255e-06
Hirschgarten,-7.400894255000465,7.56037867720121e-11
Donnersbergerbruecke,-8.203339561463357,7.132741353559153e-13
Hackerbruecke,-12.765361761574642,7.979242493416346e-24
Hauptbahnhof_tief,-4.7916538128862385,5.642099116332468e-05
Karlsplatz_Stachus,-4.081269531834954,0.0010399202481416309
Marienplatz,-5.876611921321478,3.1486412224847015e-07
Isartor,-12.273350578925132,8.541287023922784e-23
Rosenheimer_Platz,-7.031068743679392,6.183460103734837e-10
Ostbahnhof,-6.928959807139088,1.0966454550668412e-09
Leuchtenbergring,-9.272233095455759,1.3173588300677724e-15
Pasing,-3.3463034964788796,0.012931390571609159
Laim,-4.347775482359477,0.0003667926605919157
Hirschgarten,-5.981161012345617,1.8371325079256243e-07
Donnersbergerbruecke,-4.899259338387713,3.49903144132977e-05
Hackerbruecke,-4.9305685595183695,3.039840233987048e-05
Hauptbahnhof_tief,-5.734599981273684,6.481998705774582e-07
Karlsplatz_Stachus,-4.7061732037476105,8.193421865889224e-05
Marienplatz,-4.432766533044459,0.00025961027599119855
Isartor,-8.115354984876163,1.1950700082404654e-12
Rosenheimer_Platz,-5.683104392100851,8.397848987881099e-07
Ostbahnhof,-5.838698960103739,3.822325137033383e-07
Leuchtenbergring,-4.7456509819950865,6.901602114543434e-05
Pasing,-6.413526714270754,1.865392654800468e-08
Laim,-5.482714304261557,2.265419861053583e-06
Hirschgarten,-4.895810955661144,3.553507843435329e-05
Donnersbergerbruecke,-3.5456026007432517,0.006890312580515506
Hackerbruecke,-5.018972671615559,2.0352251736665202e-05
Hauptbahnhof_tief,-3.4522663970106455,0.009301032535209773
Karlsplatz_Stachus,-4.942948386251602,2.8747748175513355e-05
Marienplatz,-4.79775157302392,5.49271296611919e-05
Isartor,-4.756010557402181,6.596395536214691e-05
Rosenheimer_Platz,-3.536929694011479,0.0070877952440784025
Ostbahnhof,-3.971148512247409,0.0015693537881719844
Leuchtenbergring,-3.2816490322805887,0.015718957789071213
Pasing,-6.223085943682133,5.166289350204751e-08
Laim,-4.788983267948466,5.708744000029777e-05
Hirschgarten,-4.004515701223269,0.0013870494267718397
Donnersbergerbruecke,-4.785209319739213,5.804213976223208e-05
Hackerbruecke,-4.197468465625097,0.0006654319136824681
Hauptbahnhof_tief,-3.428263545088892,0.01003228550664138
Karlsplatz_Stachus,-3.6045155296478892,0.005675285002575511
Marienplatz,-3.0399269971058125,0.03133024152096416
Isartor,-3.777216736349929,0.0031492109500998304
Rosenheimer_Platz,-3.2949603978145583,0.015105253251016864
Ostbahnhof,-3.150962977950266,0.023004458921233463
Leuchtenbergring,-2.4040516001744234,0.14059613841356794
Pasing,-9.517616158777539,3.1263595917360315e-16
Laim,-9.41479760951597,5.707375509933024e-16
Hirschgarten,-13.898992975964473,5.780784254915206e-26
Donnersbergerbruecke,-14.524257268413024,5.460998602403625e-27
Hackerbruecke,-7.146674812001237,3.219320908447572e-10
Hauptbahnhof_tief,-13.662652326374001,1.5111352249053858e-25
Karlsplatz_Stachus,-13.91165145733649,5.496517280073514e-26
Marienplatz,-13.880274863421995,6.2295143655088e-26
Isartor,-12.139479057724508,1.6637614471123458e-22
Rosenheimer_Platz,-13.441990089132638,3.8291915427772556e-25
Ostbahnhof,-14.022801269196762,3.546539521923018e-26
Leuchtenbergring,-6.824193940931074,1.966873977783695e-09
Pasing,-1.3055230406007081,0.6266417429780015
Laim,-2.0617047313180796,0.260189389677149
Hirschgarten,-3.559069021536339,0.006593516361597273
Donnersbergerbruecke,-1.348935913899303,0.6064975898020233
Hackerbruecke,-6.267261983927837,4.085161609932433e-08
Hauptbahnhof_tief,-9.995344635002004,1.9469062951875977e-17
Karlsplatz_Stachus,-7.639417771616119,1.9135284125177914e-11
Marienplatz,-6.008759568560168,1.5920181144421026e-07
Isartor,-9.302108714483193,1.105369662876692e-15
Rosenheimer_Platz,-5.04057618506131,1.8435336651185196e-05
Ostbahnhof,-8.200723222635304,7.243133133936247e-13
Leuchtenbergring,-4.630401720638704,0.00011349061267991735
Pasing,-5.434559001671265,2.8647491075259514e-06
Laim,-5.536746113733598,1.737827738580177e-06
Hirschgarten,-5.620845360284568,1.1460824581700989e-06
Donnersbergerbruecke,-5.75451972069616,5.86172859556287e-07
Hackerbruecke,-6.762829358940679,2.764335585769329e-09
Hauptbahnhof_tief,-4.071632790798661,0.0010785425933922653
Karlsplatz_Stachus,-8.674417585164244,4.4560624144733525e-14
Marienplatz,-6.561763320148642,8.347125421856751e-09
Isartor,-8.14876669018767,9.824725125477856e-13
Rosenheimer_Platz,-7.470721677850218,5.063372855008342e-11
Ostbahnhof,-6.587218188558768,7.263775817082966e-09
Leuchtenbergring,-6.121462068667378,8.834584345756512e-08
Pasing,-3.462529066490185,0.00900321849814605
Laim,-5.045286618747164,1.8041142544427368e-05
Hirschgarten,-4.430893422364558,0.00026161289333736766
Donnersbergerbruecke,-4.809058655483084,5.22569181802134e-05
Hackerbruecke,-3.813332506139201,0.0027738140308127793
Hauptbahnhof_tief,-5.106951975730469,1.35747043990572e-05
Karlsplatz_Stachus,-4.493130715696766,0.0002023369179583917
Marienplatz,-4.166746908561134,0.0007497049982521593
Isartor,-5.469592429612804,2.415404934637615e-06
Rosenheimer_Platz,-5.568670726383912,1.4845711134939721e-06
Ostbahnhof,-5.0693243267660835,1.6152949421843095e-05
Leuchtenbergring,-3.4354416258676688,0.009808395553403636
Pasing,-1.6409482195234353,0.461765363529788
Laim,-1.3140167227939403,0.6227354983156743
Hirschgarten,-2.3968851149792223,0.14261749272113716
Donnersbergerbruecke,-1.7952823592178322,0.3828063740152052
Hackerbruecke,-2.2727212520457214,0.18091687701731418
Hauptbahnhof_tief,-2.4248723025515724,0.13483907925988198
Karlsplatz_Stachus,-1.063660731575647,0.7293439753213283
Marienplatz,-1.8827299260673684,0.3402286004763356
Isartor,-1.5012840151919378,0.5328760595920288
Rosenheimer_Platz,-1.2102240777038888,0.6691821804159138
Ostbahnhof,-1.4042569425869904,0.5802335937190525
Leuchtenbergring,-1.36430816500461,0.5992626466930044
Pasing,-2.729766480696492,0.06902747998977057
Laim,-12.365049373657836,5.437987180997734e-23
Hirschgarten,-3.9201891859360884,0.0018911889022776296
Donnersbergerbruecke,-5.8356375865852685,3.8825016750497004e-07
Hackerbruecke,-2.163796608644324,0.2196465098536703
Hauptbahnhof_tief,-4.992678112865745,2.294569225521159e-05
Karlsplatz_Stachus,-4.25472639725537,0.0005316115712726354
Marienplatz,-1.2766672647718347,0.6397783267726606
Isartor,-1.1668242051819337,0.6877018719174431
Rosenheimer_Platz,-3.6697106280227647,0.004559945185048553
Ostbahnhof,-0.49687906244670865,0.8926240890772997
Leuchtenbergring,-3.3417670334116147,0.013111637665638665
Pasing,-4.003734716510564,0.001391080945001254
Laim,-12.065447713843092,2.4147242840676165e-22
Hirschgarten,-4.121317414287728,0.0008928595149024635
Donnersbergerbruecke,-4.007306744173489,0.0013727305756863252
Hackerbruecke,-1.063581870109881,0.7293744659355843
Hauptbahnhof_tief,-3.917678697063758,0.0019085259982583736
Karlsplatz_Stachus,8.696343864933237,1.0
Marienplatz,-3.138138175846713,0.02385653891081975
Isartor,-2.7548289379710393,0.06502143342296343
Rosenheimer_Platz,-5.02161876427475,2.0107513454354703e-05
Ostbahnhof,-0.2287600673191957,0.935005536315819
Leuchtenbergring,0.2788910169837941,0.9763550193841869
Pasing,-3.6562540795498806,0.004772292784844771
Laim,-3.733867317534029,0.0036612280404292453
Hirschgarten,-5.126551956936289,1.2394148253929629e-05
Donnersbergerbruecke,-4.624236585868291,0.00011651542275762576
Hackerbruecke,-4.612112281595199,0.00012269002370660914
Hauptbahnhof_tief,-6.034437869583288,1.3929196617456882e-07
Karlsplatz_Stachus,-5.55866655814672,1.5597926072130693e-06
Marienplatz,-2.021823721851059,0.27708688890070976
Isartor,-4.497037362849057,0.0001990779871456623
Rosenheimer_Platz,-5.373995153799628,3.840286609533842e-06
Ostbahnhof,-5.409851714913978,3.229502791286515e-06
Leuchtenbergring,-2.854881626179224,0.05085184334997948
Pasing,-1.5010566691846918,0.5329885551581949
Laim,-3.251103305924008,0.017210743305051877
Hirschgarten,-1.764812913530342,0.3980656620171733
Donnersbergerbruecke,-2.569200485723896,0.09953143399855613
Hackerbruecke,-3.342538104899204,0.013080844663425755
Hauptbahnhof_tief,-3.494713431679158,0.008123906881746908
Karlsplatz_Stachus,-4.264883034744368,0.0005106980612444462
Marienplatz,-4.781411208758517,5.901840535698674e-05
Isartor,-3.549079859679227,0.006812540707545944
Rosenheimer_Platz,-2.179208537543822,0.21387790509016358
Ostbahnhof,-3.9143291733191985,0.001931886844174124
Leuchtenbergring,-2.936022402911992,0.04131658532175337
Pasing,-5.255894561136205,6.753191078726706e-06
Laim,-10.527384118815803,9.341085963895135e-19
Hirschgarten,-13.262151810664731,8.356453400884721e-25
