minute_event
16
8
19
16
17
25
33
36
56
2
31
20
1
41
23
18
17
4
27
57
9
10
17
17
17
17
16
17
44
9
17
18
0
23
38
18
2
34
24
17
17
53
17
50
58
18
55
17
59
16
8
33
16
22
17
9
29
18
4
16
16
17
17
17
17
13
49
27
6
16
55
16
48
17
16
23
17
17
16
18
14
54
17
2
17
17
18
28
58
16
16
4
16
37
17
16
16
41
16
17
23
13
5
1
37
17
17
51
27
17
35
59
50
16
2
4
36
16
1
37
1
7
5
39
16
9
54
45
17
8
13
17
17
16
13
18
46
4
33
2
34
16
54
40
18
17
16
10
12
3
17
29
40
22
55
40
58
6
42
5
16
45
17
16
12
31
16
16
18
30
34
17
37
42
47
8
53
16
13
17
16
32
24
16
40
51
18
59
36
35
16
2
17
15
17
8
21
46
8
17
41
26
16
17
28
17
16
29
14
16
23
17
17
16
16
28
12
16
18
9
16
17
16
18
16
12
17
50
52
7
16
11
17
47
12
16
17
17
52
23
21
17
17
58
16
16
55
17
43
13
15
17
17
11
17
21
16
5
17
41
13
19
16
52
30
16
20
44
0
16
56
56
16
2
16
17
29
17
44
53
55
17
16
11
19
16
17
16
48
1
31
17
3
21
41
26
18
17
17
55
47
31
57
9
18
10
19
6
8
17
16
17
39
17
18
0
22
42
18
53
54
33
10
17
49
17
57
13
49
17
47
19
35
32
17
17
18
45
16
16
17
19
49
18
33
16
50
17
16
7
17
17
20
14
1
16
17
16
22
17
17
18
28
16
16
4
16
41
17
16
16
27
13
17
21
31
13
3
57
23
18
17
49
19
17
31
53
59
16
16
2
2
40
16
57
37
17
49
1
1
5
37
3
17
3
17
17
12
17
9
18
5
39
4
31
2
49
16
37
21
18
14
38
16
10
4
17
29
38
15
45
17
37
5
16
31
45
13
12
31
34
32
16
16
18
30
17
25
0
33
16
42
17
16
16
5
25
39
18
16
31
16
3
56
17
5
45
17
59
8
19
27
17
43
8
17
41
6
16
26
17
17
16
49
58
16
17
54
17
17
16
17
20
24
12
16
1
16
48
7
16
17
17
16
0
16
6
17
3
16
11
17
51
12
16
17
17
31
19
17
17
17
16
16
47
17
17
17
16
13
57
57
6
10
24
16
42
32
26
50
16
19
47
15
45
46
17
16
14
59
55
41
17
36
22
56
27
39
17
8
10
17
17
3
12
1
16
26
16
17
33
33
3
18
24
24
58
17
13
16
55
16
16
39
6
35
35
12
44
16
17
21
20
35
6
16
28
16
16
8
42
16
17
15
13
11
33
17
1
35
17
43
57
16
16
4
0
20
16
46
45
37
17
22
17
48
31
33
28
22
17
16
42
13
41
18
17
52
40
31
16
18
47
17
27
16
28
38
19
17
16
17
42
43
17
18
11
17
16
36
52
39
16
47
45
17
51
45
18
31
3
44
50
17
2
18
7
17
38
4
17
20
1
58
10
32
11
23
20
17
17
51
47
16
32
17
16
1
16
17
17
16
18
11
29
46
16
17
16
17
39
16
17
17
16
11
5
17
17
42
16
16
55
51
43
23
15
17
7
17
21
7
18
16
3
53
41
9
13
16
34
28
16
18
38
4
16
50
50
42
56
16
17
23
17
7
7
51
55
17
16
8
19
16
17
16
25
10
56
6
31
17
1
24
41
26
18
17
17
59
15
43
45
57
58
59
16
9
23
17
5
55
18
17
43
12
18
9
18
31
28
45
47
56
16
54
39
2
58
51
16
2
17
28
17
16
53
30
27
7
16
16
17
17
19
17
13
41
39
12
16
16
50
17
16
23
55
17
0
20
16
14
17
1
18
45
16
22
17
17
18
28
0
16
16
16
2
16
39
17
16
16
7
13
17
21
13
3
45
17
21
17
51
27
17
39
59
19
50
4
16
4
36
16
16
59
11
7
19
1
1
7
54
1
17
16
17
17
9
17
3
30
18
44
45
33
2
51
16
52
37
18
14
47
16
10
15
17
29
40
22
55
3
30
5
38
49
17
16
2
23
51
22
18
55
16
16
43
16
17
41
12
31
33
8
17
16
16
17
0
22
17
17
17
1
58
10
16
1
16
17
43
10
17
41
16
17
26
17
29
16
54
17
17
16
12
20
28
42
12
16
17
1
16
24
16
7
16
17
17
16
8
17
52
5
16
11
17
53
16
16
17
17
31
47
13
17
7
22
16
16
17
17
27
27
11
7
42
30
59
16
30
16
38
1
45
49
17
57
17
1
36
4
16
2
36
53
12
41
7
54
40
17
8
16
17
17
16
17
13
18
48
44
52
36
2
37
16
37
53
3
16
10
15
17
16
58
8
41
5
52
31
17
17
23
38
17
42
16
17
16
41
17
19
32
31
17
2
16
17
17
7
17
17
35
8
1
2
23
1
51
15
17
41
18
16
17
28
17
16
29
16
16
17
17
18
16
3
20
28
12
16
17
1
34
18
7
16
17
17
16
16
16
14
17
28
5
16
11
17
49
16
8
16
17
17
37
17
19
17
17
16
16
43
15
16
17
17
20
17
16
0
50
40
5
33
17
29
21
3
41
59
17
9
43
40
16
16
24
16
40
7
47
16
17
16
8
19
16
16
21
13
31
30
31
57
42
41
20
18
17
17
36
4
59
9
18
16
16
17
17
43
8
25
16
9
14
48
41
24
6
45
13
43
40
16
16
49
7
37
52
49
16
35
28
2
3
45
38
16
53
7
16
16
17
17
14
17
13
40
37
39
16
55
16
48
17
16
23
17
22
16
9
14
14
1
17
16
22
17
17
18
28
0
16
16
34
16
16
37
17
16
16
39
9
8
45
5
17
17
43
17
17
53
17
16
14
2
17
49
37
17
47
53
3
18
5
3
39
16
16
16
40
17
41
43
53
5
58
57
38
17
16
21
42
16
17
23
17
8
22
13
4
31
43
17
17
17
13
12
4
8
33
10
4
30
16
16
50
16
5
16
16
48
16
14
25
16
31
45
4
16
3
16
17
16
49
32
59
57
54
19
29
16
0
1
20
30
17
17
45
16
27
21
16
16
17
19
24
37
48
18
40
17
2
16
11
17
51
16
58
17
23
55
17
17
22
16
14
16
17
1
18
16
22
16
17
17
18
16
28
16
53
17
16
0
16
31
12
2
17
11
15
4
11
49
49
45
17
17
21
17
38
17
16
17
28
47
49
55
43
17
19
32
16
28
58
36
26
46
6
3
55
0
52
31
3
17
17
12
59
18
37
31
2
37
17
11
11
23
16
1
16
20
38
16
30
51
12
47
17
18
16
0
4
16
55
7
17
16
17
27
28
38
7
52
20
8
48
17
13
16
55
21
49
9
12
17
37
17
41
25
16
7
26
16
29
16
16
50
17
17
16
25
20
22
0
12
17
16
8
2
16
11
17
17
16
18
0
16
16
17
53
16
1
17
49
12
17
17
23
17
17
38
16
16
16
13
9
7
17
43
17
27
51
55
17
16
14
2
17
25
45
53
53
15
53
21
3
9
7
36
14
44
42
17
43
52
8
55
17
16
57
12
16
8
38
5
8
3
13
30
17
31
40
44
31
2
0
27
17
20
3
54
17
46
30
17
19
16
16
16
44
27
17
31
56
16
16
12
7
54
31
17
21
24
59
43
17
17
0
51
3
16
16
39
38
34
35
37
56
18
16
17
12
18
17
16
9
16
33
56
23
23
17
22
0
14
16
16
17
17
18
16
16
17
27
17
17
16
28
0
16
16
17
4
16
53
17
16
17
23
26
27
31
36
17
13
11
47
45
25
27
15
8
16
11
17
5
39
17
8
16
24
47
12
16
31
48
1
0
44
18
11
16
39
17
16
17
17
18
16
18
2
17
11
9
17
28
41
17
41
9
26
16
54
17
16
20
18
12
8
20
17
17
56
45
12
16
17
16
17
17
35
23
17
17
44
16
16
41
31
17
43
17
17
53
17
51
25
16
12
19
17
47
17
23
47
3
7
3
3
39
16
8
16
16
48
17
5
31
46
40
58
17
18
18
19
17
17
22
16
4
48
12
3
30
17
41
9
30
14
41
17
17
37
31
17
11
38
53
53
8
14
53
21
10
17
17
13
19
16
17
48
17
17
29
45
1
24
47
16
38
9
17
32
54
8
48
51
28
17
7
17
34
12
31
18
13
55
49
16
16
17
45
23
0
37
44
18
40
17
2
16
17
47
57
16
50
17
30
55
17
22
0
17
22
16
14
16
16
4
17
18
16
18
42
4
16
51
17
16
2
16
6
49
33
21
31
2
0
17
13
15
3
11
53
53
45
21
17
17
12
17
16
17
28
49
45
55
15
17
19
24
16
48
11
41
43
6
40
16
53
18
16
59
17
34
17
13
16
53
17
57
26
1
10
47
45
13
32
11
9
29
16
16
6
44
55
16
29
59
5
12
31
52
50
13
16
17
18
17
23
17
58
35
51
9
16
17
16
21
35
48
39
34
38
17
52
7
48
17
56
17
9
17
29
17
33
39
17
41
2
16
3
26
3
29
16
16
50
17
17
16
25
16
0
12
16
17
16
8
46
16
11
16
17
17
16
35
0
16
16
17
53
16
11
17
49
12
17
17
27
13
47
17
13
38
46
16
16
55
57
17
15
17
11
17
21
16
7
31
13
17
17
16
34
32
16
20
46
4
16
56
58
16
16
17
45
17
1
10
6
8
46
57
17
18
54
36
17
17
15
16
22
16
3
12
3
30
48
17
57
41
17
16
17
0
24
43
48
31
57
11
10
17
13
6
17
19
17
17
17
11
26
16
17
19
3
54
8
31
16
17
59
17
57
11
17
40
49
17
18
12
37
17
41
3
59
53
16
16
16
18
15
57
46
2
17
16
44
17
46
17
49
18
22
20
15
17
10
7
18
16
58
17
17
17
46
17
46
16
17
16
28
22
17
49
17
27
13
57
47
55
3
25
17
18
17
17
32
55
16
0
38
16
37
47
2
12
39
6
24
16
11
17
17
11
16
8
17
16
28
1
16
17
55
12
42
16
9
28
17
35
13
51
16
16
16
16
43
17
12
31
34
30
18
17
17
30
34
38
16
17
37
12
12
21
9
16
17
16
16
3
45
18
16
32
29
16
3
56
17
4
17
17
56
8
21
18
39
22
16
43
26
41
16
26
3
18
16
46
17
17
52
17
17
17
20
12
13
17
2
32
16
11
17
17
22
16
17
16
17
5
18
59
17
10
16
50
13
17
16
17
24
18
17
25
17
17
