minute_relativ_t0,impulsantwort_delay_s,ci_low,ci_high
-60,65.71113543757222,40.53569224252858,96.14311159903694
-55,60.94392412387516,35.48719077399063,88.76367677959165
-50,57.885492072146924,33.715779959402134,85.4175613158906
-45,52.36378485391207,29.63408473884194,78.9973662551819
-40,59.667742619870275,34.72429151585517,88.56510643235008
-35,60.619471744999906,38.06598341336915,89.38683590708888
-30,65.11538563398089,39.615871192734,93.77644034245806
-25,49.74154373706004,29.419006574901086,75.45982560911155
-20,58.810745762564686,34.08490159273185,87.44641649352319
-15,51.13953663839965,26.868356750333376,74.67755283861837
-10,42.23286312690551,20.137450895109527,68.05480840681582
-5,68.66916546416547,47.727557931323766,92.79737192080675
0,122.3624913458291,87.0712916273038,158.63336025060153
5,93.86890578953181,62.88690620337853,127.2404338341508
10,75.00856264372271,45.48671900721359,105.79287952175359
15,60.91356466401255,30.38475546901274,96.42048827604702
20,50.48874362438192,19.476477305202998,85.96825716355288
25,43.21193144647592,15.622555670279182,71.96856055382706
30,54.96758119457077,25.310663090794623,89.98427180239737
35,34.42326555599283,6.96696992792345,62.85838125251095
40,30.18379931594018,7.1931834943691255,57.84960622634781
45,34.4092588940601,9.541686108852883,62.22466792149364
50,31.39266952519129,6.820836919504338,61.05077210099481
55,26.79402384914032,-0.6181907951736796,56.199702450932094
60,28.7697238554302,2.1564176483966184,59.30288750853835
65,19.490831516326146,-3.333942621913964,46.302213328646
70,32.49079100401851,9.486823229019368,57.430602861377665
75,31.44095338557364,8.101887451993727,57.17441815323871
80,32.87854269293925,10.202090530924169,55.922588450595136
85,37.29704115092878,10.434063645573818,65.18208778650795
90,25.985985927478588,4.473398400193377,49.46504427249269
95,30.696661348620463,3.978555375262407,57.45609233202356
100,24.9053680347823,-3.7208242469428177,58.28291308959015
105,39.152102132710006,0.5550905939552028,97.72779774293345
110,39.89684460534403,2.896833246535623,89.61189981619843
115,25.89136134666957,1.1108482217989255,53.32774693760901
120,18.023445767195767,-6.195370719808542,44.92833222600813
125,20.209866334909638,-3.694876825413401,45.84586506770614
130,28.559901354138642,0.44891622035683504,61.02417996560314
135,27.55990366088632,2.2715762009943723,57.46751422429127
140,21.020539792832786,-2.1465549579696184,49.17583246663745
145,28.655128044187794,6.299484289550588,53.75673710023689
150,27.134920634920636,4.739829637654355,50.8101540491827
155,20.750810731132077,0.956126091592539,42.47469661905876
160,24.363838099035465,0.04625594263217156,50.52333012505084
165,9.620817764667322,-12.046520734799845,33.32268670628025
170,27.02730786529488,0.587808086956751,55.3265686371932
175,36.18465333710141,11.72997488870097,63.105962993212124
180,16.286431908098578,-7.3148801558203305,43.01447781101471
185,26.915775834143183,-0.15233495711703451,58.05177898132296
190,29.2653663696999,1.686616800021269,60.999109447100054
195,31.100487950000936,2.5919368592090724,62.4003726605814
200,28.777090747330963,-0.8926812733980406,58.44073909608196
205,23.028501135143866,-2.6165106394567865,50.524311346261676
210,28.113010254667007,-1.4388919005670653,59.51559789109142
215,23.481785738645776,-3.550204279892783,51.96270270836056
220,27.06720462345462,1.1254902180156094,57.70603937298265
225,26.698570250611063,1.058397874924326,53.172753028507586
230,25.091789744918525,1.4846830679152008,50.640258238080484
235,36.23668857549114,11.386849722877,64.5272006418009
240,21.185020448407844,-7.300564507281789,53.42696026950682
