event_id,stop_id,richtung,t0,n_trips,t0_date,peak_t0,terzil,dauer_min,station_name,stunde
496,8000262,Ost,2025-12-20 20:09:09.963774+00:00,6,2025-12-20,-95.0,niedrig,48.01346713333333,Ostbahnhof,20
497,8000262,Ost,2025-12-21 06:23:41.179136+00:00,13,2025-12-21,112.5,mittel,93.98938965,Ostbahnhof,6
498,8000262,Ost,2025-12-23 09:57:56.910015+00:00,3,2025-12-23,-481.66666666666663,niedrig,17.997135683333333,Ostbahnhof,9
501,8000262,Ost,2025-12-29 08:16:59.789324+00:00,35,2025-12-29,-212.5,niedrig,47.11493468333333,Ostbahnhof,8
502,8000262,Ost,2025-12-29 19:48:21.530977+00:00,3,2025-12-29,925.0,hoch,13.99752905,Ostbahnhof,19
503,8000262,Ost,2025-12-30 05:36:20.312646+00:00,51,2025-12-30,130.0,mittel,210.01009556666668,Ostbahnhof,5
510,8000262,Ost,2025-12-30 21:16:25.825498+00:00,3,2025-12-30,133.33333333333331,mittel,0.04201351666666667,Ostbahnhof,21
511,8000262,Ost,2025-12-31 08:16:31.830388+00:00,7,2025-12-31,-243.33333333333331,niedrig,8.010437416666667,Ostbahnhof,8
1,8000262,West,2025-01-05 17:39:55.718875+00:00,63,2025-01-05,,,127.99242186666667,Ostbahnhof,17
4,8000262,West,2025-01-09 18:43:33.233508+00:00,3,2025-01-09,65.0,mittel,1.9968261833333334,Ostbahnhof,18
6,8000262,West,2025-01-10 04:13:31.354975+00:00,3,2025-01-10,,,22.0419048,Ostbahnhof,4
10,8000262,West,2025-01-10 14:15:20.577338+00:00,14,2025-01-10,-72.0,niedrig,0.0015535,Ostbahnhof,14
14,8000262,West,2025-01-15 19:17:27.776199+00:00,35,2025-01-15,233.33333333333334,hoch,9.963603449999999,Ostbahnhof,19
16,8000262,West,2025-01-21 20:17:26.904431+00:00,3,2025-01-21,340.7142857142857,hoch,11.973095983333334,Ostbahnhof,20
17,8000262,West,2025-01-22 06:17:28.195933+00:00,49,2025-01-22,-45.0,niedrig,287.96577506666665,Ostbahnhof,6
18,8000262,West,2025-01-22 19:17:29.189545+00:00,5,2025-01-22,31.666666666666686,mittel,0.0003784,Ostbahnhof,19
19,8000262,West,2025-01-23 10:21:26.558379+00:00,3,2025-01-23,426.66666666666663,hoch,5.991489816666667,Ostbahnhof,10
23,8000262,West,2025-01-24 13:25:26.646961+00:00,3,2025-01-24,-160.0,niedrig,1.8500000000000002e-05,Ostbahnhof,13
28,8000262,West,2025-01-30 12:16:51.961433+00:00,15,2025-01-30,-142.5,niedrig,19.97271375,Ostbahnhof,12
29,8000262,West,2025-02-03 15:13:01.686737+00:00,6,2025-02-03,14.285714285714278,mittel,6.003842116666666,Ostbahnhof,15
32,8000262,West,2025-02-07 13:03:02.345267+00:00,3,2025-02-07,336.66666666666663,hoch,19.99854575,Ostbahnhof,13
36,8000262,West,2025-02-09 08:37:01.632548+00:00,5,2025-02-09,170.0,hoch,16.002026033333333,Ostbahnhof,8
41,8000262,West,2025-02-13 16:03:45.240338+00:00,11,2025-02-13,131.11111111111111,mittel,85.99772698333332,Ostbahnhof,16
42,8000262,West,2025-02-14 04:11:43.936155+00:00,10,2025-02-14,,,32.006345333333336,Ostbahnhof,4
50,8000262,West,2025-02-16 10:50:13.272458+00:00,143,2025-02-16,,,249.99764535,Ostbahnhof,10
51,8000262,West,2025-02-18 15:16:13.964222+00:00,3,2025-02-18,211.11111111111111,hoch,25.997304883333335,Ostbahnhof,15
54,8000262,West,2025-02-20 10:38:14.473196+00:00,4,2025-02-20,-81.0,niedrig,13.990207416666667,Ostbahnhof,10
57,8000262,West,2025-02-23 12:58:13.602434+00:00,3,2025-02-23,-26.666666666666657,mittel,11.996288766666668,Ostbahnhof,12
58,8000262,West,2025-02-23 22:16:17.151015+00:00,17,2025-02-23,-160.0,niedrig,21.931615883333333,Ostbahnhof,22
59,8000262,West,2025-02-25 13:58:14.185825+00:00,7,2025-02-25,-33.0,niedrig,76.00591906666666,Ostbahnhof,13
60,8000262,West,2025-02-26 08:40:13.857681+00:00,4,2025-02-26,-96.0,niedrig,30.001063383333335,Ostbahnhof,8
65,8000262,West,2025-03-05 11:20:41.537354+00:00,3,2025-03-05,42.22222222222223,mittel,29.99883668333333,Ostbahnhof,11
66,8000262,West,2025-03-05 22:16:56.374371+00:00,3,2025-03-05,-288.0,niedrig,0.0004757333333333333,Ostbahnhof,22
67,8000262,West,2025-03-06 11:17:16.645862+00:00,3,2025-03-06,173.5,hoch,7.97382465,Ostbahnhof,11
