code,hvz_anteil
2,0.5353265610112857
3,0.4346705669313275
5,0.5619162532957948
7,0.44650046687215733
8,0.38412929882124197
23,0.5508154383279927
31,0.3956140647737656
33,0.6103129372419206
34,0.4414358018587744
36,0.45606432114956946
38,0.4779182461578682
40,0.35771771105067435
41,0.5318763647984093
42,0.5494824016563147
43,0.5050177625588345
44,0.5594001322610235
45,0.5589638718473074
48,0.5483069474086579
55,0.5924
64,0.45898623733218574
