code_a,code_b,anteil_b_folgt_a,n_a
34,32,0.04294921123509042,20792
42,31,0.04260522589779894,7769
32,67,0.042560435818862784,2937
64,7,0.04248193195839944,11346
14,57,0.042268041237113405,970
21,23,0.04212299915754002,1187
42,51,0.04209035911957781,7769
37,41,0.041884816753926704,191
37,8,0.041884816753926704,191
37,47,0.041884816753926704,191
37,2,0.041884816753926704,191
37,58,0.041884816753926704,191
44,40,0.04175841155792483,25887
56,45,0.041666666666666664,24
48,51,0.04150502648813248,47946
25,61,0.0415040794608017,2819
7,51,0.041501191421763305,5036
28,10,0.04149377593360996,964
57,51,0.04136947218259629,3505
3,67,0.041351193942923706,1717
54,61,0.04133858267716536,508
47,57,0.04086989126359205,2667
44,51,0.04083130528836868,25887
23,67,0.040776699029126215,5150
45,31,0.04074882116968119,14209
38,31,0.04061832999159175,15461
31,57,0.04059328649492584,7686
34,61,0.040592535590611774,20792
51,67,0.04053589831672964,2911
51,55,0.04053589831672964,2911
64,67,0.040366649039309005,11346
44,61,0.040251863869896085,25887
51,7,0.04019237375472346,2911
42,47,0.04015960870124855,7769
64,51,0.040102238674422704,11346
48,40,0.04004505068201727,47946
43,57,0.040040381634887455,70329
8,3,0.03994583615436696,1477
61,7,0.03992606284658041,2705
22,41,0.039886039886039885,351
13,7,0.03968253968253968,378
13,32,0.03968253968253968,378
51,40,0.039505324630711096,2911
41,61,0.039473684210526314,9804
36,67,0.03941944847605225,17225
61,51,0.039186691312384475,2705
23,40,0.03902912621359223,5150
25,67,0.039020929407591345,2819
49,40,0.03896103896103896,308
49,8,0.03896103896103896,308
7,25,0.03891977760127085,5036
7,61,0.03891977760127085,5036
34,25,0.0389091958445556,20792
57,25,0.038801711840228244,3505
8,67,0.03859174001354096,1477
33,61,0.0384,1875
31,23,0.03825136612021858,7686
67,51,0.03824596109462578,3033
32,61,0.03813415049370106,2937
31,51,0.038121259432734846,7686
7,32,0.037926926131850676,5036
42,40,0.03784270819925344,7769
61,21,0.03770794824399261,2705
43,55,0.037623171095849506,70329
26,67,0.037383177570093455,107
55,7,0.03729541185940435,3727
67,47,0.03725684141114408,3033
43,67,0.03725348007223194,70329
44,47,0.03723876849383861,25887
41,67,0.0372297021623827,9804
41,47,0.03712770297837617,9804
14,67,0.03711340206185567,970
14,25,0.03711340206185567,970
32,47,0.037112700034048346,2937
13,42,0.037037037037037035,378
40,55,0.03702615339406406,3403
5,47,0.03691840863115307,5932
43,51,0.03685535127756687,70329
47,7,0.03674540682414698,2667
58,10,0.036741214057507986,626
58,3,0.036741214057507986,626
35,57,0.03669724770642202,109
35,67,0.03669724770642202,109
3,58,0.03669190448456611,1717
67,32,0.036597428288822946,3033
25,47,0.03653777935438099,2819
51,47,0.03641360357265545,2911
64,47,0.03631235677771902,11346
6,25,0.03626943005181347,579
6,31,0.03626943005181347,579
6,51,0.03626943005181347,579
57,33,0.0362339514978602,3505
3,61,0.0361094933022714,1717
10,67,0.036011080332409975,361
10,7,0.036011080332409975,361
48,67,0.03599883201935511,47946
57,32,0.035948644793152636,3505
67,55,0.035938015166501816,3033
48,61,0.03581112084428315,47946
41,51,0.03569971440228478,9804
57,61,0.03566333808844508,3505
61,32,0.0354898336414048,2705
36,40,0.03547169811320755,17225
45,47,0.03547047645858259,14209
54,32,0.03543307086614173,508
42,33,0.03539709100270305,7769
41,25,0.0353937168502652,9804
8,47,0.035206499661475966,1477
64,61,0.035166578529878374,11346
58,61,0.03514376996805112,626
57,40,0.035092724679029956,3505
43,32,0.03480783176214648,70329
32,51,0.03472931562819203,2937
51,32,0.03469598076262453,2911
40,33,0.034675286511901264,3403
6,61,0.03454231433506045,579
13,2,0.03439153439153439,378
22,58,0.03418803418803419,351
63,51,0.03409090909090909,88
14,23,0.03402061855670103,970
34,47,0.03400346287033475,20792
38,61,0.03389172757260203,15461
21,57,0.03369839932603201,1187
21,67,0.03369839932603201,1187
21,55,0.03369839932603201,1187
64,40,0.033668253128855984,11346
2,61,0.033620119126406355,7555
48,47,0.03351687314895924,47946
7,40,0.03335980937251787,5036
2,55,0.033355393778954336,7555
36,47,0.03326560232220609,17225
10,40,0.0332409972299169,361
10,6,0.0332409972299169,361
28,25,0.03319502074688797,964
47,32,0.032995875515560553,2667
51,61,0.03297835795259361,2911
42,61,0.03295147380615266,7769
61,40,0.03290203327171904,2705
3,8,0.032615026208503206,1717
57,47,0.03252496433666191,3505
8,31,0.03249830737982397,1477
49,50,0.032467532467532464,308
38,51,0.032080719229027874,15461
33,47,0.032,1875
7,47,0.03196981731532963,5036
43,25,0.031964054657395956,70329
34,67,0.03193535975375144,20792
43,61,0.03190717911530094,70329
13,61,0.031746031746031744,378
64,3,0.03155297020976556,11346
33,51,0.031466666666666664,1875
22,55,0.03133903133903134,351
22,7,0.03133903133903134,351
6,32,0.031088082901554404,579
15,5,0.031088082901554404,193
15,28,0.031088082901554404,193
67,25,0.030992416749093307,3033
31,32,0.03083528493364559,7686
43,47,0.03065591718921071,70329
5,61,0.030512474713418745,5932
58,8,0.03035143769968051,626
58,32,0.03035143769968051,626
21,32,0.030328559393428812,1187
61,67,0.03031423290203327,2705
32,57,0.030303030303030304,2937
2,40,0.029913964262078093,7555
14,55,0.029896907216494847,970
14,61,0.029896907216494847,970
14,32,0.029896907216494847,970
51,21,0.029543112332531776,2911
31,61,0.029534218058808223,7686
21,61,0.02948609941027801,1187
43,40,0.029404655263120475,70329
8,61,0.02911306702775897,1477
28,47,0.029045643153526972,964
44,67,0.028663035500444238,25887
41,32,0.028661770705834352,9804
45,67,0.028573439369413752,14209
22,38,0.02849002849002849,351
22,33,0.02849002849002849,351
8,32,0.02843601895734597,1477
31,25,0.02810304449648712,7686
26,23,0.028037383177570093,107
26,19,0.028037383177570093,107
10,49,0.027700831024930747,361
6,8,0.027633851468048358,579
51,33,0.027481964960494674,2911
58,47,0.027156549520766772,626
55,67,0.02709954386906359,3727
38,47,0.026971088545372227,15461
5,40,0.026803776129467296,5932
67,61,0.026706231454005934,3033
31,47,0.026671870934166016,7686
13,33,0.026455026455026454,378
13,67,0.026455026455026454,378
13,63,0.026455026455026454,378
67,28,0.02637652489284537,3033
6,15,0.025906735751295335,579
8,5,0.025727826675693975,1477
3,40,0.0256260920209668,1717
54,3,0.025590551181102362,508
54,49,0.025590551181102362,508
31,40,0.02537080405932865,7686
33,25,0.025066666666666668,1875
34,3,0.02505771450557907,20792
10,61,0.024930747922437674,361
21,25,0.02443133951137321,1187
33,21,0.024,1875
13,50,0.023809523809523808,378
8,58,0.023696682464454975,1477
8,42,0.023696682464454975,1477
33,28,0.023466666666666667,1875
7,21,0.023431294678316124,5036
3,33,0.023296447291788,1717
55,33,0.023074859136034343,3727
47,3,0.022872140982377203,2667
67,40,0.02274975272007913,3033
63,40,0.022727272727272728,88
63,31,0.022727272727272728,88
25,3,0.022703086200780417,2819
36,33,0.022583454281567487,17225
7,33,0.022438443208895948,5036
41,40,0.021929824561403508,9804
21,33,0.02190395956192081,1187
33,10,0.021866666666666666,1875
34,33,0.02183532127741439,20792
62,3,0.021739130434782608,92
55,40,0.021464985242822646,3727
41,3,0.021419828641370868,9804
5,3,0.02140930546190155,5932
40,6,0.021157801939465176,3403
40,21,0.021157801939465176,3403
64,33,0.021152829190904283,11346
23,28,0.020970873786407766,5150
37,32,0.020942408376963352,191
2,6,0.020913302448709464,7555
40,67,0.020863943579194827,3403
15,31,0.02072538860103627,193
6,42,0.02072538860103627,579
31,67,0.02068696330991413,7686
5,33,0.020397842211732974,5932
23,33,0.020388349514563107,5150
44,21,0.02035770850233708,25887
41,8,0.02029783761729906,9804
33,32,0.020266666666666665,1875
7,58,0.020254169976171566,5036
21,40,0.020219039595619208,1187
31,33,0.020166536559979183,7686
38,33,0.020050449518142423,15461
11,22,0.02,50
11,44,0.02,50
11,31,0.02,50
11,61,0.02,50
5,21,0.019892110586648686,5932
48,33,0.019876527760397115,47946
32,33,0.01974804221995233,2937
33,3,0.019733333333333332,1875
54,25,0.01968503937007874,508
19,31,0.0196078431372549,51
68,61,0.0196078431372549,102
61,8,0.019593345656192238,2705
42,21,0.01956493757240314,7769
47,54,0.01949756280464942,2667
49,25,0.01948051948051948,308
7,3,0.019459888800635424,5036
57,6,0.019400855920114122,3505
10,21,0.019390581717451522,361
21,7,0.019376579612468407,1187
61,3,0.01922365988909427,2705
3,21,0.0192195690157251,1717
3,22,0.0192195690157251,1717
58,33,0.019169329073482427,626
58,28,0.019169329073482427,626
48,3,0.019146539857339506,47946
40,3,0.01910079341757273,3403
6,37,0.018998272884283247,579
34,8,0.018805309734513276,20792
43,33,0.018754710005829744,70329
28,32,0.01867219917012448,964
3,32,0.018637157833430402,1717
51,28,0.018550326348333906,2911
13,51,0.018518518518518517,378
61,33,0.018484288354898338,2705
35,55,0.01834862385321101,109
31,21,0.01834504293520687,7686
8,49,0.01828029790115098,1477
48,21,0.01827055437367038,47946
2,54,0.018266048974189278,7555
55,3,0.01824523745639925,3727
44,33,0.018233089967937575,25887
2,3,0.01800132362673726,7555
42,58,0.017762903848629167,7769
60,2,0.01764705882352941,170
40,61,0.01763150161622098,3403
44,3,0.01749913083787229,25887
41,14,0.01744186046511628,9804
67,3,0.01714474118034949,3033
22,67,0.017094017094017096,351
43,3,0.01707688151402693,70329
45,3,0.016961081004996832,14209
8,40,0.016926201760324982,1477
47,40,0.01687289088863892,2667
17,62,0.01675977653631285,179
17,31,0.01675977653631285,179
42,3,0.016604453597631613,7769
51,3,0.016489178976296804,2911
36,3,0.016429608127721335,17225
23,3,0.016310679611650485,5150
40,47,0.01616220981486923,3403
47,33,0.016122984626921636,2667
21,15,0.016006739679865205,1187
57,58,0.015977175463623396,3505
58,13,0.01597444089456869,626
25,33,0.01596310748492373,2819
43,21,0.015882495130031708,70329
13,25,0.015873015873015872,378
37,64,0.015706806282722512,191
2,33,0.015618795499669094,7555
57,3,0.015406562054208274,3505
25,8,0.015253636041149344,2819
31,3,0.01522248243559719,7686
21,13,0.015164279696714406,1187
57,28,0.015121255349500713,3505
2,21,0.015089344804765056,7555
34,21,0.015005771450557906,20792
47,21,0.014998125234345707,2667
47,67,0.014998125234345707,2667
8,51,0.014895057549085985,1477
8,6,0.014895057549085985,1477
7,8,0.014892772041302621,5036
45,21,0.014779365191076078,14209
55,58,0.014757177354440569,3727
2,14,0.01455989410986102,7555
28,21,0.014522821576763486,964
28,54,0.014522821576763486,964
14,68,0.01443298969072165,970
51,58,0.014428031604259704,2911
36,21,0.014339622641509434,17225
45,33,0.014286719684706876,14209
47,22,0.014248218972628422,2667
67,14,0.014177382129904385,3033
61,28,0.014048059149722736,2705
32,13,0.013959822948586994,2937
55,21,0.01395224040783472,3727
67,6,0.013847675568743818,3033
6,3,0.013816925734024179,579
54,13,0.013779527559055118,508
36,28,0.013759071117561684,17225
42,14,0.013643969622860085,7769
32,8,0.013619339462036091,2937
28,58,0.013485477178423237,964
21,3,0.013479359730412805,1187
21,49,0.013479359730412805,1187
38,8,0.01338852596856607,15461
45,54,0.013231050742487156,14209
13,23,0.013227513227513227,378
5,54,0.013149022252191504,5932
43,8,0.012924966941091158,70329
44,28,0.012902228917989724,25887
67,49,0.012858555885262116,3033
48,8,0.012743503107662786,47946
48,28,0.01272264631043257,47946
55,14,0.012610678830158305,3727
44,54,0.012593193494804342,25887
38,21,0.012547700666192355,15461
41,33,0.012545899632802938,9804
67,58,0.01252884932410155,3033
67,54,0.01252884932410155,3033
23,58,0.012427184466019418,5150
25,58,0.012415750266051791,2819
36,58,0.012365747460087083,17225
7,54,0.012311358220810167,5036
5,58,0.012306136210384356,5932
33,8,0.012266666666666667,1875
33,67,0.012266666666666667,1875
8,11,0.012186865267433988,1477
6,62,0.012089810017271158,579
57,8,0.011982881597717546,3505
41,21,0.01193390452876377,9804
7,49,0.011914217633042097,5036
48,54,0.011888374421223877,47946
54,47,0.011811023622047244,508
41,28,0.011729906160750715,9804
57,21,0.011697574893009986,3505
36,8,0.011669085631349782,17225
38,3,0.011642196494405278,15461
5,6,0.011631827376938637,5932
23,21,0.01145631067961165,5150
23,8,0.01145631067961165,5150
22,6,0.011396011396011397,351
63,61,0.011363636363636364,88
58,21,0.011182108626198083,626
58,49,0.011182108626198083,626
40,58,0.011166617690273288,3403
38,6,0.011060086669685014,15461
21,47,0.010951979780960405,1187
62,23,0.010869565217391304,92
62,51,0.010869565217391304,92
45,8,0.010627067351678513,14209
5,49,0.01062036412677006,5932
38,54,0.010607334583791475,15461
2,8,0.010589013898080741,7555
3,60,0.010483401281304601,1717
3,54,0.010483401281304601,1717
2,49,0.010456651224354732,7555
6,28,0.010362694300518135,579
6,47,0.010362694300518135,579
61,6,0.010351201478743069,2705
14,3,0.010309278350515464,970
14,7,0.010309278350515464,970
51,54,0.010305736860185504,2911
23,17,0.01029126213592233,5150
25,21,0.010287335934728628,2819
67,33,0.01022090339597758,3033
38,28,0.0102192613673113,15461
34,58,0.010196229318968833,20792
55,62,0.010195867990340756,3727
64,21,0.010135730653974969,11346
47,49,0.010123734533183352,2667
5,28,0.010114632501685773,5932
57,49,0.009985734664764621,3505
61,14,0.009981515711645102,2705
25,22,0.009932600212841433,2819
7,6,0.009928514694201748,5036
44,8,0.009850504114034072,25887
68,69,0.00980392156862745,102
68,8,0.00980392156862745,102
31,28,0.00975800156128025,7686
55,8,0.00965924335927019,3727
55,6,0.00965924335927019,3727
55,13,0.00965924335927019,3727
61,22,0.009611829944547136,2705
58,60,0.009584664536741214,626
58,14,0.009584664536741214,626
45,28,0.009571398409458793,14209
32,28,0.009533537623425264,2937
8,21,0.009478672985781991,1477
34,28,0.009474797999230473,20792
55,63,0.009390931043734908,3727
26,13,0.009345794392523364,107
26,50,0.009345794392523364,107
43,28,0.00934180778910549,70329
28,24,0.00933609958506224,964
28,40,0.00933609958506224,964
48,58,0.009322988361907146,47946
38,14,0.009313757195524222,15461
51,14,0.009275163174166953,2911
51,49,0.009275163174166953,2911
44,58,0.009271062695561478,25887
21,58,0.009267059814658803,1187
35,5,0.009174311926605505,109
64,22,0.00916622598272519,11346
45,6,0.009149130832570906,14209
34,54,0.009041939207387457,20792
42,54,0.009010168618869868,7769
25,28,0.00886839304717985,2819
45,58,0.008867619114645647,14209
32,21,0.008852570650323459,2937
6,22,0.008635578583765112,579
50,58,0.008620689655172414,116
50,5,0.008620689655172414,116
50,67,0.008620689655172414,116
50,40,0.008620689655172414,116
50,61,0.008620689655172414,116
2,28,0.008603573792190603,7555
5,8,0.008597437626432907,5932
67,10,0.008572370590174745,3033
25,6,0.008513657325292657,2819
41,54,0.00846593227254182,9804
5,22,0.008428860418071477,5932
5,10,0.008428860418071477,5932
36,54,0.008359941944847606,17225
28,69,0.008298755186721992,964
28,6,0.008298755186721992,964
57,54,0.008273894436519259,3505
48,6,0.008259291703166062,47946
14,8,0.008247422680412371,970
64,8,0.00802044773488454,11346
58,37,0.007987220447284345,626
42,49,0.007980435062427597,7769
23,49,0.007961165048543689,5150
2,22,0.007941760423560556,7555
69,47,0.007936507936507936,126
69,42,0.007936507936507936,126
13,54,0.007936507936507936,378
13,40,0.007936507936507936,378
51,35,0.00790106492614222,2911
47,8,0.007874015748031496,2667
54,62,0.007874015748031496,508
61,58,0.007763401109057301,2705
40,11,0.007640317367029092,3403
21,28,0.007582139848357203,1187
21,68,0.007582139848357203,1187
21,22,0.007582139848357203,1187
44,6,0.007571367868041874,25887
31,13,0.0075461878740567265,7686
7,28,0.007545671167593328,5036
33,13,0.007466666666666667,1875
33,22,0.007466666666666667,1875
25,14,0.007449450159631075,2819
36,13,0.007431059506531204,17225
36,49,0.007431059506531204,17225
57,60,0.007417974322396576,3505
64,54,0.007403490216816499,11346
38,58,0.007373391113123342,15461
41,58,0.0073439412484700125,9804
14,50,0.007216494845360825,970
23,54,0.007184466019417476,5150
45,14,0.007178548807094095,14209
43,14,0.007109442761876324,70329
25,54,0.0070947144377438804,2819
36,14,0.007024673439767779,17225
61,12,0.007024029574861368,2705
43,6,0.006953035021115045,70329
42,6,0.006950701505985327,7769
48,14,0.0067784590998206315,47946
8,33,0.006770480704129994,1477
7,63,0.006751389992057188,5036
7,68,0.006751389992057188,5036
55,54,0.006707807888382077,3727
2,58,0.0066181336863004635,7555
23,18,0.006601941747572815,5150
57,14,0.006562054208273894,3505
43,58,0.006512249569878713,70329
32,54,0.006469186244467144,2937
32,49,0.006469186244467144,2937
40,37,0.006464883925947693,3403
42,22,0.0064358347277641914,7769
23,22,0.006407766990291262,5150
3,63,0.0064065230052417,1717
7,35,0.006354249404289118,5036
61,35,0.006284658040665434,2705
41,6,0.006221950224398204,9804
36,6,0.006095791001451379,17225
64,58,0.006081438392384982,11346
42,28,0.006049684644098339,7769
34,14,0.006011927664486341,20792
47,13,0.005999250093738283,2667
67,21,0.005934718100890208,3033
60,5,0.0058823529411764705,170
40,28,0.0058771672054069935,3403
32,68,0.005788219271365339,2937
48,13,0.005714762441079548,47946
57,13,0.005706134094151213,3505
22,21,0.005698005698005698,351
25,49,0.005675771550195104,2819
23,6,0.005631067961165049,5150
47,58,0.00562429696287964,2667
5,17,0.005563047875927174,5932
36,22,0.0055152394775036286,17225
43,54,0.005431614270073512,70329
57,10,0.005420827389443652,3505
55,69,0.005366246310705662,3727
67,8,0.005275304978569074,3033
67,37,0.005275304978569074,3033
44,14,0.005253602194151504,25887
3,62,0.0052417006406523005,1717
37,51,0.005235602094240838,191
37,31,0.005235602094240838,191
5,15,0.005225893459204316,5932
44,13,0.005214972766253332,25887
28,35,0.005186721991701245,964
6,58,0.0051813471502590676,579
61,54,0.005175600739371534,2705
51,37,0.005152868430092752,2911
38,13,0.00510963068365565,15461
32,3,0.005107252298263534,2937
31,58,0.00507416081186573,7686
38,10,0.005044951814242287,15461
2,17,0.005029781601588352,7555
64,28,0.005023796932839768,11346
34,6,0.005001923816852636,20792
41,15,0.004997960016319869,9804
41,49,0.004997960016319869,9804
31,35,0.004944054124381993,7686
45,10,0.004856077134210711,14209
23,35,0.0048543689320388345,5150
31,8,0.004813947436898257,7686
51,63,0.0048093438680865686,2911
51,17,0.0048093438680865686,2911
51,50,0.0048093438680865686,2911
61,62,0.004805914972273568,2705
58,62,0.004792332268370607,626
44,10,0.004790049059373431,25887
32,6,0.004766768811712632,2937
2,10,0.004765056254136334,7555
64,6,0.004759386567953464,11346
8,37,0.004739336492890996,1477
64,14,0.00467124977965803,11346
55,10,0.004561309364099812,3727
47,69,0.0044994375703037125,2667
47,14,0.0044994375703037125,2667
47,28,0.0044994375703037125,2667
47,63,0.0044994375703037125,2667
61,69,0.0044362292051756,2705
32,15,0.004426285325161729,2937
48,49,0.004379927418345639,47946
7,13,0.004368546465448769,5036
31,14,0.00429352068696331,7686
23,37,0.004271844660194175,5150
23,63,0.004271844660194175,5150
23,10,0.004271844660194175,5150
33,11,0.004266666666666667,1875
25,10,0.004256828662646328,2819
44,22,0.004249237068799011,25887
42,13,0.004247650920324366,7769
21,6,0.004212299915754001,1187
45,49,0.004152297839397565,14209
43,22,0.004151914572935773,70329
34,13,0.004136206233166602,20792
40,13,0.004114017043784896,3403
8,18,0.004062288422477996,1477
31,54,0.004033307311995837,7686
55,49,0.004024684733029246,3727
45,13,0.003941164050953621,14209
45,22,0.003941164050953621,14209
54,26,0.003937007874015748,508
54,55,0.003937007874015748,508
54,21,0.003937007874015748,508
54,8,0.003937007874015748,508
44,69,0.0038629427898172826,25887
40,54,0.003820158683514546,3403
40,17,0.003820158683514546,3403
51,69,0.0037787701820680177,2911
47,15,0.0037495313085864268,2667
32,11,0.003745318352059925,2937
42,15,0.003732784142103231,7769
5,62,0.0037086985839514496,5932
5,50,0.0037086985839514496,5932
23,12,0.0036893203883495147,5150
43,10,0.003640034694080678,70329
67,50,0.003626772172766238,3033
43,13,0.003540502495414409,70329
40,22,0.003526300323244196,3403
40,69,0.003526300323244196,3403
45,17,0.003518896474065733,14209
44,49,0.0035152779387337273,25887
55,50,0.00348806010195868,3727
44,15,0.0034766485108355546,25887
48,22,0.0034622283402160766,47946
51,10,0.0034352456200618343,2911
51,62,0.0034352456200618343,2911
32,37,0.0034048348655090228,2937
7,10,0.003375694996028594,5036
5,13,0.0033715441672285905,5932
44,17,0.003360760227141036,25887
42,8,0.0033466340584373793,7769
42,10,0.0033466340584373793,7769
34,17,0.00331858407079646,20792
2,37,0.0033090668431502318,7555
67,22,0.003297065611605671,3033
48,10,0.0032745171651441204,47946
41,13,0.0032639738882088943,9804
36,15,0.003251088534107402,17225
49,10,0.003246753246753247,308
40,12,0.0032324419629738465,3403
55,28,0.0032197477864233967,3727
55,22,0.0032197477864233967,3727
58,17,0.003194888178913738,626
25,37,0.0031926214969847464,2819
38,49,0.00316926460125477,15461
28,61,0.0031120331950207467,964
14,58,0.003092783505154639,970
51,30,0.003091721058055651,2911
51,8,0.003091721058055651,2911
43,49,0.003085498158654325,70329
34,22,0.0030781069642170067,20792
32,50,0.0030643513789581204,2937
32,58,0.0030643513789581204,2937
41,17,0.0030599755201958386,9804
5,11,0.0030343897505057315,5932
34,26,0.003030011542901116,20792
64,50,0.0029966508020447735,11346
44,62,0.002974465948159308,25887
36,63,0.002960812772133527,17225
40,10,0.0029385836027034967,3403
38,63,0.0029105491236013194,15461
45,26,0.002885495108733901,14209
31,69,0.0028623471246422066,7686
57,37,0.0028530670470756064,3505
57,12,0.0028530670470756064,3505
22,13,0.002849002849002849,351
38,18,0.0028458702541879566,15461
25,35,0.002837885775097552,2819
25,9,0.002837885775097552,2819
7,14,0.0027799841143764893,5036
2,13,0.0027796161482461948,7555
10,8,0.002770083102493075,361
48,15,0.00273224043715847,47946
64,62,0.00273224043715847,11346
31,62,0.00273224043715847,7686
23,68,0.0027184466019417475,5150
38,17,0.0027165125153612315,15461
55,68,0.002683123155352831,3727
33,58,0.0026666666666666666,1875
44,37,0.0026654305249739253,25887
13,58,0.0026455026455026454,378
13,8,0.0026455026455026454,378
13,22,0.0026455026455026454,378
34,49,0.00264524817237399,20792
40,68,0.002644725242433147,3403
67,13,0.002637652489284537,3033
36,10,0.0026124818577648768,17225
31,6,0.0026021337496747333,7686
34,10,0.002597152751058099,20792
57,62,0.0025677603423680455,3505
57,15,0.0025677603423680455,3505
41,22,0.0025499796001631986,9804
23,69,0.002524271844660194,5150
23,13,0.002524271844660194,5150
31,24,0.0024720270621909966,7686
31,49,0.0024720270621909966,7686
31,60,0.0024720270621909966,7686
48,60,0.0024611020731656447,47946
41,63,0.0024479804161566705,9804
42,69,0.0024456171965503925,7769
45,69,0.0023928496023646983,14209
36,50,0.0023802612481857765,17225
64,49,0.002379693283976732,11346
48,37,0.002356818087014558,47946
34,15,0.0023566756444786457,20792
31,10,0.00234192037470726,7686
23,62,0.002330097087378641,5150
36,62,0.0023222060957910013,17225
34,37,0.002308580223162755,20792
57,69,0.002282453637660485,3505
2,50,0.0022501654533421574,7555
47,18,0.0022497187851518562,2667
47,50,0.0022497187851518562,2667
43,15,0.0022465839127529183,70329
61,13,0.0022181146025878,2705
42,68,0.002188183807439825,7769
7,22,0.0021842732327243845,5036
7,37,0.0021842732327243845,5036
7,62,0.0021842732327243845,5036
48,50,0.002148250114712385,47946
23,11,0.0021359223300970874,5150
64,17,0.0021152829190904283,11346
45,15,0.0021113378844394397,14209
31,15,0.0020817069997397866,7686
31,22,0.0020817069997397866,7686
28,18,0.002074688796680498,964
38,50,0.002069723821227605,15461
48,69,0.0020648229257915155,47946
14,5,0.002061855670103093,970
14,54,0.002061855670103093,970
51,6,0.0020611473720371005,2911
40,8,0.002057008521892448,3403
40,62,0.002057008521892448,3403
32,22,0.0020429009193054137,2937
32,69,0.0020429009193054137,2937
45,37,0.0020409599549581253,14209
41,12,0.002039983680130559,9804
44,63,0.002008730250704987,25887
48,62,0.0020022525341008633,47946
57,35,0.0019971469329529245,3505
45,35,0.0019705820254768106,14209
54,14,0.001968503937007874,508
48,63,0.0018771117507195595,47946
43,60,0.0018768928891353496,70329
47,10,0.0018747656542932134,2667
47,17,0.0018747656542932134,2667
64,15,0.0018508725542041248,11346
41,68,0.0018359853121175031,9804
45,62,0.0018298261665141812,14209
36,26,0.0017997097242380261,17225
48,17,0.0017936845617986903,47946
34,19,0.001779530588687957,20792
25,65,0.0017736786094359701,2819
25,13,0.0017736786094359701,2819
25,50,0.0017736786094359701,2819
36,17,0.0017416545718432512,17225
41,35,0.001733986128110975,9804
6,68,0.0017271157167530224,579
57,22,0.0017118402282453639,3505
32,62,0.0017024174327545114,2937
32,14,0.0017024174327545114,2937
31,63,0.0016913869372885766,7686
21,54,0.0016849199663016006,1187
64,60,0.0016745989776132558,11346
67,17,0.0016485328058028356,3033
41,69,0.0016319869441044472,9804
36,68,0.001625544267053701,17225
36,60,0.001625544267053701,17225
45,50,0.0016186923780702371,14209
48,26,0.0016059733867267343,47946
2,62,0.0015883520847121111,7555
2,35,0.0015883520847121111,7555
23,50,0.0015533980582524273,5150
23,24,0.0015533980582524273,5150
23,14,0.0015533980582524273,5150
42,56,0.0015446003346634059,7769
42,63,0.0015446003346634059,7769
41,37,0.0015299877600979193,9804
36,37,0.0015094339622641509,17225
43,26,0.0014645452089465227,70329
43,37,0.0014645452089465227,70329
38,62,0.0014229351270939783,15461
43,62,0.0014218885523752647,70329
64,26,0.0014101886127269522,11346
64,13,0.0014101886127269522,11346
45,60,0.0014075585896262933,14209
51,13,0.0013740982480247338,2911
32,60,0.001361933946203609,2937
23,60,0.0013592233009708738,5150
8,54,0.0013540961408259986,1477
8,13,0.0013540961408259986,1477
5,35,0.0013486176668914363,5932
45,68,0.0013371806601449785,14209
43,17,0.0013223563537089963,70329
67,24,0.0013188262446422684,3033
34,60,0.0012985763755290496,20792
43,69,0.001293918582661491,70329
38,56,0.0012935773882672532,15461
41,60,0.0012239902080783353,9804
43,50,0.0012228241550427277,70329
5,37,0.0011800404585300068,5932
5,69,0.0011800404585300068,5932
3,37,0.0011648223645894002,1717
3,14,0.0011648223645894002,1717
57,63,0.0011412268188302425,3505
41,10,0.0011219910240718074,9804
44,18,0.001120253409047012,25887
61,17,0.0011090573012939,2705
61,65,0.0011090573012939,2705
61,10,0.0011090573012939,2705
61,15,0.0011090573012939,2705
38,68,0.001099540780027165,15461
38,69,0.001099540780027165,15461
25,68,0.001064207165661582,2819
25,69,0.001064207165661582,2819
25,62,0.001064207165661582,2819
2,18,0.0010589013898080742,7555
64,19,0.0010576414595452142,11346
64,24,0.0010576414595452142,11346
36,35,0.0010449927431059507,17225
36,69,0.0010449927431059507,17225
28,15,0.001037344398340249,964
14,47,0.0010309278350515464,970
14,26,0.0010309278350515464,970
14,19,0.0010309278350515464,970
5,14,0.0010114632501685772,5932
45,63,0.0009852910127384053,14209
64,10,0.0009695046712497797,11346
43,68,0.0009668842156151801,70329
44,26,0.0009657356974543207,25887
48,68,0.0009594126725899971,47946
44,50,0.000888476841657975,25887
64,69,0.0008813678829543451,11346
43,35,0.0008673520169489115,70329
57,68,0.0008559201141226819,3505
5,26,0.0008428860418071476,5932
21,17,0.0008424599831508003,1187
21,69,0.0008424599831508003,1187
43,63,0.0008389142459014063,70329
34,62,0.0008176221623701423,20792
23,26,0.0007766990291262136,5150
38,15,0.0007761464329603518,15461
45,56,0.0007741572242944613,14209
45,11,0.0007741572242944613,14209
45,12,0.0007741572242944613,14209
34,69,0.0007695267410542517,20792
47,37,0.0007499062617172854,2667
61,49,0.0007393715341959334,2705
61,26,0.0007393715341959334,2705
34,24,0.0007214313197383609,20792
48,24,0.0007091311058273892,47946
51,19,0.0006870491240123669,2911
34,63,0.0006733358984224702,20792
44,35,0.000656700274268938,25887
38,26,0.0006467886941336266,15461
42,17,0.0006435834727764191,7769
43,24,0.0006256309630451165,70329
