minute_control
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
31
31
31
31
31
31
31
31
31
31
39
39
39
39
39
39
39
39
39
39
13
13
13
13
13
13
13
13
13
13
8
8
8
8
8
8
8
8
8
8
33
33
33
33
33
33
33
33
33
33
27
27
27
27
27
27
27
27
27
27
3
3
3
3
3
3
3
3
3
3
17
17
17
17
17
17
17
17
17
17
53
53
53
53
53
53
53
53
53
53
33
33
33
33
33
33
33
33
33
33
17
17
17
17
17
17
17
17
17
17
41
41
41
41
41
41
41
41
41
41
17
17
17
17
17
17
17
17
17
17
16
16
16
16
16
16
16
16
16
16
0
0
0
0
0
0
0
0
0
0
16
16
16
16
16
16
16
16
16
16
10
10
10
10
10
10
10
10
10
10
6
6
6
6
6
6
6
6
6
6
16
16
16
16
16
16
16
16
16
16
45
45
45
45
45
45
45
45
45
45
23
23
23
23
23
23
23
23
23
23
1
1
1
1
1
1
1
1
1
1
13
13
13
13
13
13
13
13
13
13
18
18
18
18
18
18
18
18
18
18
16
16
16
16
16
16
16
16
16
16
45
45
45
45
45
45
45
45
45
45
50
50
50
50
50
50
50
50
50
50
16
16
16
16
16
16
16
16
16
16
9
9
9
9
9
9
9
9
9
9
59
59
59
59
59
59
59
59
59
59
17
17
17
17
17
17
17
17
17
17
48
48
48
48
48
48
48
48
48
48
16
16
16
16
16
16
16
16
16
16
5
5
5
5
5
5
5
5
5
5
27
27
27
27
27
27
27
27
27
27
17
17
17
17
17
17
17
17
17
17
2
2
2
2
2
2
2
2
2
2
17
17
17
17
17
17
17
17
17
17
4
4
4
4
4
4
4
4
4
4
43
43
43
43
43
43
43
43
43
43
7
7
7
7
7
7
7
7
7
7
25
25
25
25
25
25
25
25
25
25
29
29
29
29
29
29
29
29
29
29
19
19
19
19
19
19
19
19
19
19
36
36
36
36
36
36
36
36
36
36
17
17
17
17
17
17
17
17
17
17
11
11
11
11
11
11
11
11
11
11
4
4
4
4
4
4
4
4
4
4
17
17
17
17
17
17
17
17
17
17
20
20
20
20
20
20
20
20
20
20
8
8
8
8
8
8
8
8
8
8
1
1
1
1
1
1
1
1
1
1
46
46
46
46
46
46
46
46
46
46
37
37
37
37
37
37
37
37
37
37
43
43
43
43
43
43
43
43
43
43
55
55
55
55
55
55
55
55
55
55
52
52
52
52
52
52
52
52
52
52
1
1
1
1
1
1
1
1
1
1
17
17
17
17
17
17
17
17
17
17
11
11
11
11
11
11
11
11
11
11
30
30
30
30
30
30
30
30
30
30
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
16
16
16
16
16
16
16
16
16
16
17
17
17
17
17
17
17
17
17
17
49
49
49
49
49
49
49
49
49
49
37
37
37
37
37
37
37
37
37
37
18
18
18
18
18
18
18
18
18
18
16
16
16
16
16
16
16
16
16
16
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
11
11
11
11
11
11
11
11
11
11
7
7
7
7
7
7
7
7
7
7
18
18
18
18
18
18
18
18
18
18
55
55
55
55
55
55
55
55
55
55
17
17
17
17
17
17
17
17
17
17
4
4
4
4
4
4
4
4
4
4
44
44
44
44
44
44
44
44
44
44
23
23
23
23
23
23
23
23
23
23
17
17
17
17
17
17
17
17
17
17
12
12
12
12
12
12
12
12
12
12
4
4
4
4
4
4
4
4
4
4
17
17
17
17
17
17
17
17
17
17
18
18
18
18
18
18
18
18
18
18
16
16
16
16
16
16
16
16
16
16
11
11
11
11
11
11
11
11
11
11
9
9
9
9
9
9
9
9
9
9
40
40
40
